id_transacao,data,hora,tipo_sorvete,sabor,quantidade,valor_total,cidade,estado,canal_venda,promocao,id_cliente,data_venda,hora_parse,hora_venda,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_data_invalida,flag_hora_invalida,flag_quantidade_invalida,flag_valor_total_nulo,flag_valor_total_invalido,flag_id_transacao_duplicado,flag_linha_duplicada,flag_tipo_sorvete_invalido,flag_sabor_invalido,flag_canal_venda_invalido,flag_estado_invalido,motivo_exclusao,registro_valido_powerbi,flag_outlier_valor_total,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,faixa_horario,ticket_transacao,ticket_medio,valor_unitario_estimado,promocao_label,cliente_recorrente,qtd_transacoes_cliente
10817,2025-06-22,17,Sundae,Limão,-3,-26.53,Araújo De Da Luz,RJ,Loja Física,True,CLI7381,2025-06-22,1900-01-01 17:45:00,17:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,6,Junho,2025-06,T2,Domingo,22,Tarde,-26.53,8.84,8.84,Com Promocao,True,7
10894,2025-07-16,13,Picolé,Limão,-4,-29.3,Farias Do Campo,RS,App,True,CLI1622,2025-07-16,1900-01-01 13:45:00,13:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Quarta,16,Tarde,-29.3,7.32,7.32,Com Promocao,True,4
10905,2025-03-03,19,Milkshake,Baunilha,-1,-11.34,Viana Do Campo,CE,Parceiro,False,CLI4307,2025-03-03,1900-01-01 19:45:00,19:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Segunda,3,Noite,-11.34,11.34,11.34,Sem Promocao,True,2
10907,2025-09-02,18,Picolé,Cookies,-2,-21.95,Gomes,RR,Parceiro,True,CLI6971,2025-09-02,1900-01-01 18:45:00,18:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,9,Setembro,2025-09,T3,Terca,2,Noite,-21.95,10.98,10.98,Com Promocao,True,6
10915,2025-03-29,9,Milkshake,Açaí,-2,-19.31,Dias,PE,App,True,CLI8241,2025-03-29,1900-01-01 09:30:00,09:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Sabado,29,Manha,-19.31,9.65,9.65,Com Promocao,True,5
10948,2025-05-26,12,Picolé,Cookies,-1,-11.21,Montenegro Do Oeste,CE,Loja Física,True,CLI3389,2025-05-26,1900-01-01 12:15:00,12:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Segunda,26,Tarde,-11.21,11.21,11.21,Com Promocao,True,5
11014,2025-06-04,11,Milkshake,Nao Informado,1,,Nao Informado,MG,Parceiro,False,CLI2424,2025-06-04,1900-01-01 11:30:00,11:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Quarta,4,Manha,,,,Sem Promocao,True,8
11033,2025-03-15,15,Milkshake,Caramelo,-6,-63.12,Campinas,MS,App,True,CLI5771,2025-03-15,1900-01-01 15:15:00,15:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,3,Marco,2025-03,T1,Sabado,15,Tarde,-63.12,10.52,10.52,Com Promocao,True,8
11150,2025-05-30,14,Sundae,Nao Informado,1,,Nao Informado,ES,Parceiro,False,CLI1938,2025-05-30,1900-01-01 14:30:00,14:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,5,Maio,2025-05,T2,Sexta,30,Tarde,,,,Sem Promocao,True,7
11160,2025-04-24,18,Milkshake,Nao Informado,1,,Nao Informado,RO,Parceiro,True,CLI4553,2025-04-24,1900-01-01 18:00:00,18:00,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,4,Abril,2025-04,T2,Quinta,24,Noite,,,,Com Promocao,True,7
11200,2025-07-29,19,Casquinha,Nao Informado,5,,Nao Informado,RS,Loja Física,True,CLI6026,2025-07-29,1900-01-01 19:30:00,19:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,7,Julho,2025-07,T3,Terca,29,Noite,,,,Com Promocao,True,11
11235,2025-04-24,19,Picolé,Nao Informado,5,,Nao Informado,SP,Parceiro,True,CLI3205,2025-04-24,1900-01-01 19:15:00,19:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,4,Abril,2025-04,T2,Quinta,24,Noite,,,,Com Promocao,True,9
11254,2025-07-15,20,Sundae,Chocolate,-1,-8.41,Abreu,RJ,App,False,CLI5335,2025-07-15,1900-01-01 20:30:00,20:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Terca,15,Noite,-8.41,8.41,8.41,Sem Promocao,True,7
11387,2025-07-06,12,Picolé,Chocolate,-5,-22.81,Machado De Minas,AP,Loja Física,True,CLI1964,2025-07-06,1900-01-01 12:45:00,12:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Domingo,6,Tarde,-22.81,4.56,4.56,Com Promocao,True,5
11415,2025-03-31,21,Milkshake,Cookies,-1,-11.23,Garcia,TO,Parceiro,False,CLI1559,2025-03-31,1900-01-01 21:15:00,21:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Segunda,31,Noite,-11.23,11.23,11.23,Sem Promocao,True,5
11428,2025-07-03,8,Milkshake,Cookies,-4,-33.6,Aparecida,RN,App,False,CLI6492,2025-07-03,1900-01-01 08:15:00,08:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Quinta,3,Manha,-33.6,8.4,8.4,Sem Promocao,True,5
11466,2025-05-07,8,Milkshake,Açaí,0,0.0,Sousa,AM,Loja Física,True,CLI5944,2025-05-07,1900-01-01 08:00:00,08:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Quarta,7,Manha,0.0,,,Com Promocao,True,7
11480,2025-06-25,10,Casquinha,Nao Informado,5,,Nao Informado,AL,Parceiro,False,CLI6312,2025-06-25,1900-01-01 10:30:00,10:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Quarta,25,Manha,,,,Sem Promocao,True,6
11536,2025-04-08,20,Milkshake,Menta,0,0.0,Cirino,CE,Loja Física,False,CLI2351,2025-04-08,1900-01-01 20:30:00,20:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Terca,8,Noite,0.0,,,Sem Promocao,True,5
11576,2025-03-09,22,Casquinha,Nao Informado,3,,Nao Informado,AL,Loja Física,True,CLI7475,2025-03-09,1900-01-01 22:45:00,22:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Domingo,9,Noite,,,,Com Promocao,True,6
11580,2025-05-24,8,Pote,Chocolate,0,0.0,Camargo Da Serra,RS,Loja Física,True,CLI6042,2025-05-24,1900-01-01 08:00:00,08:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Sabado,24,Manha,0.0,,,Com Promocao,True,8
11614,2025-03-11,14,Casquinha,Chocolate,-3,-39.51,Sousa,DF,Parceiro,False,CLI8124,2025-03-11,1900-01-01 14:45:00,14:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,3,Marco,2025-03,T1,Terca,11,Tarde,-39.51,13.17,13.17,Sem Promocao,True,3
11619,2025-08-17,9,Picolé,Morango,-5,-44.83,Ramos,AP,Parceiro,True,CLI3782,2025-08-17,1900-01-01 09:15:00,09:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,8,Agosto,2025-08,T3,Domingo,17,Manha,-44.83,8.97,8.97,Com Promocao,True,5
11657,2025-06-18,15,Pote,Limão,0,0.0,Moura Do Oeste,RJ,Loja Física,False,CLI9515,2025-06-18,1900-01-01 15:00:00,15:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,6,Junho,2025-06,T2,Quarta,18,Tarde,0.0,,,Sem Promocao,True,7
11722,2025-04-05,8,Pote,Caramelo,-1,-4.67,Andrade De Pastor,MT,Loja Física,True,CLI1490,2025-04-05,1900-01-01 08:15:00,08:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Sabado,5,Manha,-4.67,4.67,4.67,Com Promocao,True,5
11830,2025-04-11,8,Sundae,Limão,0,0.0,Freitas Do Sul,AC,App,False,CLI4554,2025-04-11,1900-01-01 08:30:00,08:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Sexta,11,Manha,0.0,,,Sem Promocao,True,8
11851,2025-06-03,15,Picolé,Nao Informado,2,,Nao Informado,AC,Parceiro,True,CLI7692,2025-06-03,1900-01-01 15:45:00,15:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Terca,3,Tarde,,,,Com Promocao,True,10
11892,2025-08-02,14,Pote,Nao Informado,1,,Nao Informado,ES,App,True,CLI3776,2025-08-02,1900-01-01 14:00:00,14:00,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,8,Agosto,2025-08,T3,Sabado,2,Tarde,,,,Com Promocao,True,5
11902,2025-04-13,22,Picolé,Caramelo,-1,-9.0,Santos,AP,Loja Física,True,CLI5142,2025-04-13,1900-01-01 22:15:00,22:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Domingo,13,Noite,-9.0,9.0,9.0,Com Promocao,False,1
11909,2025-03-28,12,Milkshake,Chocolate,-3,-43.5,Campinas,PI,App,False,CLI5392,2025-03-28,1900-01-01 12:30:00,12:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,3,Marco,2025-03,T1,Sexta,28,Tarde,-43.5,14.5,14.5,Sem Promocao,True,3
11925,2025-03-11,10,Sundae,Morango,-4,-41.05,Mendes,MG,Loja Física,True,CLI3823,2025-03-11,1900-01-01 10:30:00,10:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,3,Marco,2025-03,T1,Terca,11,Manha,-41.05,10.26,10.26,Com Promocao,True,3
12065,2025-07-17,16,Pote,Nao Informado,5,,Nao Informado,AC,Loja Física,True,CLI1534,2025-07-17,1900-01-01 16:45:00,16:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,7,Julho,2025-07,T3,Quinta,17,Tarde,,,,Com Promocao,True,10
12069,2025-08-18,14,Sundae,Menta,-1,-5.98,Cavalcante Do Galho,RN,Loja Física,False,CLI6518,2025-08-18,1900-01-01 14:15:00,14:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,8,Agosto,2025-08,T3,Segunda,18,Tarde,-5.98,5.98,5.98,Sem Promocao,True,7
12070,2025-05-13,18,Milkshake,Caramelo,-1,-9.65,Da Conceição Da Mata,PB,Loja Física,False,CLI8235,2025-05-13,1900-01-01 18:00:00,18:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Terca,13,Noite,-9.65,9.65,9.65,Sem Promocao,True,10
12103,2025-08-02,21,Sundae,Cookies,-1,-7.9,Monteiro,SC,App,False,CLI1661,2025-08-02,1900-01-01 21:15:00,21:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,8,Agosto,2025-08,T3,Sabado,2,Noite,-7.9,7.9,7.9,Sem Promocao,True,8
12142,2025-08-16,16,Picolé,Baunilha,0,0.0,Gomes Do Sul,SE,Parceiro,True,CLI8004,2025-08-16,1900-01-01 16:45:00,16:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,8,Agosto,2025-08,T3,Sabado,16,Tarde,0.0,,,Com Promocao,True,8
12147,2025-07-09,11,Sundae,Morango,-3,-25.92,Sá,CE,Loja Física,False,CLI5177,2025-07-09,1900-01-01 11:00:00,11:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Quarta,9,Manha,-25.92,8.64,8.64,Sem Promocao,True,5
12168,2025-02-24,14,Milkshake,Nao Informado,4,,Nao Informado,MT,Loja Física,True,CLI2710,2025-02-24,1900-01-01 14:15:00,14:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,2,Fevereiro,2025-02,T1,Segunda,24,Tarde,,,,Com Promocao,True,6
12185,2025-06-13,15,Picolé,Nao Informado,5,,Nao Informado,PE,Loja Física,True,CLI7500,2025-06-13,1900-01-01 15:30:00,15:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Sexta,13,Tarde,,,,Com Promocao,True,4
12261,2025-04-30,12,Casquinha,Nao Informado,4,,Nao Informado,RN,App,True,CLI9951,2025-04-30,1900-01-01 12:30:00,12:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,4,Abril,2025-04,T2,Quarta,30,Tarde,,,,Com Promocao,True,10
12278,2025-03-30,16,Milkshake,Chocolate,-3,-29.48,Porto,AP,App,True,CLI3438,2025-03-30,1900-01-01 16:15:00,16:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,3,Marco,2025-03,T1,Domingo,30,Tarde,-29.48,9.83,9.83,Com Promocao,True,7
12289,2025-08-14,12,Milkshake,Nao Informado,2,,Nao Informado,ES,Loja Física,True,CLI3993,2025-08-14,1900-01-01 12:15:00,12:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,8,Agosto,2025-08,T3,Quinta,14,Tarde,,,,Com Promocao,True,7
12295,2025-07-18,15,Sundae,Morango,-4,-31.08,Da Mota Do Oeste,MG,App,False,CLI9489,2025-07-18,1900-01-01 15:00:00,15:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Sexta,18,Tarde,-31.08,7.77,7.77,Sem Promocao,True,5
12320,2025-07-30,15,Sundae,Baunilha,-1,-5.75,Da Rocha,RJ,Parceiro,True,CLI9415,2025-07-30,1900-01-01 15:45:00,15:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Quarta,30,Tarde,-5.75,5.75,5.75,Com Promocao,True,9
12399,2025-03-23,12,Sundae,Nao Informado,2,,Nao Informado,PA,Loja Física,False,CLI3102,2025-03-23,1900-01-01 12:45:00,12:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Domingo,23,Tarde,,,,Sem Promocao,True,9
12425,2025-04-22,16,Sundae,Nao Informado,1,,Nao Informado,AP,Parceiro,True,CLI3152,2025-04-22,1900-01-01 16:45:00,16:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,4,Abril,2025-04,T2,Terca,22,Tarde,,,,Com Promocao,True,4
12518,2025-06-22,13,Sundae,Nao Informado,2,,Nao Informado,BA,Parceiro,False,CLI8665,2025-06-22,1900-01-01 13:30:00,13:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Domingo,22,Tarde,,,,Sem Promocao,True,4
12543,2025-05-28,22,Pote,Nao Informado,4,,Nao Informado,SP,Parceiro,True,CLI4510,2025-05-28,1900-01-01 22:45:00,22:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,5,Maio,2025-05,T2,Quarta,28,Noite,,,,Com Promocao,True,3
12555,2025-07-18,13,Milkshake,Açaí,0,0.0,Barbosa De Novais,AC,Loja Física,False,CLI8769,2025-07-18,1900-01-01 13:15:00,13:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Sexta,18,Tarde,0.0,,,Sem Promocao,True,10
12570,2025-04-22,21,Picolé,Nao Informado,1,,Nao Informado,AP,Parceiro,False,CLI4493,2025-04-22,1900-01-01 21:30:00,21:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,4,Abril,2025-04,T2,Terca,22,Noite,,,,Sem Promocao,True,6
12603,2025-06-14,17,Sundae,Cookies,0,0.0,Marques De Duarte,AM,App,True,CLI2268,2025-06-14,1900-01-01 17:00:00,17:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,6,Junho,2025-06,T2,Sabado,14,Tarde,0.0,,,Com Promocao,True,2
12629,2025-07-12,13,Pote,Caramelo,-1,-11.79,Gonçalves Do Sul,SP,Parceiro,False,CLI3051,2025-07-12,1900-01-01 13:15:00,13:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Sabado,12,Tarde,-11.79,11.79,11.79,Sem Promocao,True,7
12633,2025-05-17,8,Pote,Menta,-5,-59.75,Machado Das Flores,RS,App,False,CLI3716,2025-05-17,1900-01-01 08:30:00,08:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,5,Maio,2025-05,T2,Sabado,17,Manha,-59.75,11.95,11.95,Sem Promocao,True,5
12657,2025-03-29,12,Casquinha,Limão,-1,-13.87,Pimenta,PE,Parceiro,True,CLI3737,2025-03-29,1900-01-01 12:00:00,12:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Sabado,29,Tarde,-13.87,13.87,13.87,Com Promocao,True,5
12660,2025-07-29,11,Milkshake,Açaí,0,0.0,Macedo De Rocha,RJ,Parceiro,False,CLI9853,2025-07-29,1900-01-01 11:30:00,11:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Terca,29,Manha,0.0,,,Sem Promocao,True,6
12691,2025-05-19,17,Sundae,Caramelo,0,0.0,Mendonça De Moreira,RJ,App,True,CLI7735,2025-05-19,1900-01-01 17:45:00,17:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Segunda,19,Tarde,0.0,,,Com Promocao,True,13
12724,2025-02-23,16,Picolé,Nao Informado,5,,Nao Informado,RN,Parceiro,True,CLI4115,2025-02-23,1900-01-01 16:30:00,16:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,2,Fevereiro,2025-02,T1,Domingo,23,Tarde,,,,Com Promocao,True,4
12739,2025-05-02,8,Picolé,Nao Informado,2,,Nao Informado,PE,Loja Física,False,CLI1897,2025-05-02,1900-01-01 08:00:00,08:00,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,5,Maio,2025-05,T2,Sexta,2,Manha,,,,Sem Promocao,True,6
12761,2025-08-21,22,Casquinha,Morango,-1,-13.13,Machado,AP,App,False,CLI4233,2025-08-21,1900-01-01 22:30:00,22:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,8,Agosto,2025-08,T3,Quinta,21,Noite,-13.13,13.13,13.13,Sem Promocao,True,6
12773,2025-06-17,14,Picolé,Caramelo,-4,-41.4,Sales De Sá,AM,Loja Física,False,CLI3258,2025-06-17,1900-01-01 14:15:00,14:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,6,Junho,2025-06,T2,Terca,17,Tarde,-41.4,10.35,10.35,Sem Promocao,True,5
12811,2025-03-08,10,Sundae,Nao Informado,3,,Nao Informado,AP,App,False,CLI1473,2025-03-08,1900-01-01 10:45:00,10:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Sabado,8,Manha,,,,Sem Promocao,True,6
12886,2025-05-01,13,Picolé,Açaí,0,0.0,Guerra,SP,Loja Física,False,CLI3240,2025-05-01,1900-01-01 13:15:00,13:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Quinta,1,Tarde,0.0,,,Sem Promocao,True,6
12895,2025-08-16,21,Picolé,Nao Informado,1,,Nao Informado,BA,Loja Física,True,CLI9045,2025-08-16,1900-01-01 21:15:00,21:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,8,Agosto,2025-08,T3,Sabado,16,Noite,,,,Com Promocao,True,5
12940,2025-03-01,16,Casquinha,Nao Informado,5,,Nao Informado,DF,App,True,CLI1315,2025-03-01,1900-01-01 16:30:00,16:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Sabado,1,Tarde,,,,Com Promocao,True,9
12967,2025-07-03,8,Sundae,Nao Informado,1,,Nao Informado,RN,App,False,CLI2281,2025-07-03,1900-01-01 08:15:00,08:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,7,Julho,2025-07,T3,Quinta,3,Manha,,,,Sem Promocao,True,6
12997,2025-04-10,9,Sundae,Cookies,-1,-10.52,Nascimento,PE,App,True,CLI7881,2025-04-10,1900-01-01 09:30:00,09:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Quinta,10,Manha,-10.52,10.52,10.52,Com Promocao,True,5
13018,2025-06-06,11,Casquinha,Nao Informado,3,,Nao Informado,MG,Loja Física,False,CLI5731,2025-06-06,1900-01-01 11:15:00,11:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,6,Junho,2025-06,T2,Sexta,6,Manha,,,,Sem Promocao,True,3
13051,2025-03-31,8,Casquinha,Nao Informado,1,,Nao Informado,AM,App,True,CLI7078,2025-03-31,1900-01-01 08:45:00,08:45,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Segunda,31,Manha,,,,Com Promocao,True,6
13062,2025-08-11,17,Pote,Chocolate,-4,-21.27,Araújo,PE,Loja Física,True,CLI9158,2025-08-11,1900-01-01 17:15:00,17:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,8,Agosto,2025-08,T3,Segunda,11,Tarde,-21.27,5.32,5.32,Com Promocao,True,6
13067,2025-07-27,8,Casquinha,Baunilha,-3,-31.47,Sá,BA,App,True,CLI3012,2025-07-27,1900-01-01 08:15:00,08:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,True,2025,7,Julho,2025-07,T3,Domingo,27,Manha,-31.47,10.49,10.49,Com Promocao,True,8
13106,2025-07-14,9,Pote,Nao Informado,5,,Nao Informado,RN,Parceiro,False,CLI6560,2025-07-14,1900-01-01 09:00:00,09:00,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,7,Julho,2025-07,T3,Segunda,14,Manha,,,,Sem Promocao,True,8
13147,2025-04-04,9,Pote,Açaí,-3,-19.08,Sales Do Amparo,SE,Loja Física,False,CLI9215,2025-04-04,1900-01-01 09:45:00,09:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,4,Abril,2025-04,T2,Sexta,4,Manha,-19.08,6.36,6.36,Sem Promocao,True,7
13267,2025-07-25,13,Milkshake,Cookies,-1,-10.07,Santos,PR,App,True,CLI2918,2025-07-25,1900-01-01 13:00:00,13:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Sexta,25,Tarde,-10.07,10.07,10.07,Com Promocao,True,6
13284,2025-07-04,19,Casquinha,Menta,-1,-7.16,Nascimento De Freitas,PA,App,False,CLI7862,2025-07-04,1900-01-01 19:30:00,19:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Sexta,4,Noite,-7.16,7.16,7.16,Sem Promocao,True,3
13310,2025-05-06,20,Pote,Açaí,-1,-9.9,Vasconcelos Dos Dourados,RJ,App,True,CLI9772,2025-05-06,1900-01-01 20:30:00,20:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Terca,6,Noite,-9.9,9.9,9.9,Com Promocao,True,7
13323,2025-03-07,19,Casquinha,Nao Informado,2,,Nao Informado,RJ,App,False,CLI6838,2025-03-07,1900-01-01 19:15:00,19:15,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Sexta,7,Noite,,,,Sem Promocao,True,6
13346,2025-03-21,14,Pote,Chocolate,0,0.0,Monteiro De Goiás,SC,App,True,CLI8292,2025-03-21,1900-01-01 14:15:00,14:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Sexta,21,Tarde,0.0,,,Com Promocao,True,12
