id_transacao,data,hora,tipo_sorvete,sabor,quantidade,valor_total,cidade,estado,canal_venda,promocao,id_cliente,data_venda,hora_parse,hora_venda,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_data_invalida,flag_hora_invalida,flag_quantidade_invalida,flag_valor_total_nulo,flag_valor_total_invalido,flag_id_transacao_duplicado,flag_linha_duplicada,flag_tipo_sorvete_invalido,flag_sabor_invalido,flag_canal_venda_invalido,flag_estado_invalido,motivo_exclusao,registro_valido_powerbi,flag_outlier_valor_total,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,faixa_horario,ticket_transacao,ticket_medio,valor_unitario_estimado,promocao_label,cliente_recorrente,qtd_transacoes_cliente
3827,2025-04-12,20,Casquinha,Baunilha,2,19.68,Castro,RS,App,True,CLI5576,2025-04-12,1900-01-01 20:15:00,20:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Sabado,12,Noite,19.68,9.84,9.84,Com Promocao,True,4
3828,2025-06-19,17,Pote,Cookies,2,14.73,Lopes,RR,App,True,CLI1886,2025-06-19,1900-01-01 17:00:00,17:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quinta,19,Tarde,14.73,7.36,7.36,Com Promocao,True,8
3829,2025-06-18,12,Pote,Caramelo,5,25.41,Peixoto De Monteiro,BA,Loja Física,True,CLI6770,2025-06-18,1900-01-01 12:00:00,12:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quarta,18,Tarde,25.41,5.08,5.08,Com Promocao,True,8
3830,2025-03-13,15,Milkshake,Menta,5,32.7,Barros,SC,Loja Física,False,CLI5460,2025-03-13,1900-01-01 15:15:00,15:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Tarde,32.7,6.54,6.54,Sem Promocao,True,6
3831,2025-03-05,8,Casquinha,Limão,4,34.16,Das Neves De Viana,MT,App,False,CLI5621,2025-03-05,1900-01-01 08:30:00,08:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quarta,5,Manha,34.16,8.54,8.54,Sem Promocao,True,6
3832,2025-05-29,18,Casquinha,Chocolate,5,39.97,Fogaça Do Campo,RS,Parceiro,True,CLI5943,2025-05-29,1900-01-01 18:15:00,18:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quinta,29,Noite,39.97,7.99,7.99,Com Promocao,True,3
3833,2025-04-29,15,Pote,Açaí,1,10.12,Barbosa Do Amparo,TO,Loja Física,True,CLI8817,2025-04-29,1900-01-01 15:00:00,15:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Terca,29,Tarde,10.12,10.12,10.12,Com Promocao,True,4
3834,2025-03-17,13,Pote,Menta,2,11.63,Costa De Minas,MT,Parceiro,True,CLI1648,2025-03-17,1900-01-01 13:00:00,13:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,17,Tarde,11.63,5.82,5.82,Com Promocao,True,6
3835,2025-08-17,21,Milkshake,Baunilha,4,23.12,Campinas,CE,App,False,CLI6873,2025-08-17,1900-01-01 21:30:00,21:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Domingo,17,Noite,23.12,5.78,5.78,Sem Promocao,True,8
3836,2025-05-15,15,Sundae,Caramelo,1,13.09,Viana Paulista,TO,Loja Física,False,CLI5103,2025-05-15,1900-01-01 15:45:00,15:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quinta,15,Tarde,13.09,13.09,13.09,Sem Promocao,True,5
3837,2025-06-02,16,Casquinha,Caramelo,1,5.74,Barros,RJ,Parceiro,True,CLI7523,2025-06-02,1900-01-01 16:15:00,16:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Segunda,2,Tarde,5.74,5.74,5.74,Com Promocao,True,8
3838,2025-07-24,17,Pote,Açaí,3,14.43,Pacheco Do Oeste,SP,Loja Física,True,CLI9553,2025-07-24,1900-01-01 17:15:00,17:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Quinta,24,Tarde,14.43,4.81,4.81,Com Promocao,True,8
3839,2025-04-10,10,Milkshake,Cookies,3,30.72,Macedo Do Sul,PE,App,False,CLI2314,2025-04-10,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Quinta,10,Manha,30.72,10.24,10.24,Sem Promocao,True,4
3840,2025-04-06,13,Casquinha,Baunilha,3,13.67,Albuquerque Verde,PI,App,True,CLI2002,2025-04-06,1900-01-01 13:45:00,13:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,6,Tarde,13.67,4.56,4.56,Com Promocao,True,6
3841,2025-08-11,12,Casquinha,Baunilha,4,25.69,Siqueira,SC,Loja Física,True,CLI5007,2025-08-11,1900-01-01 12:30:00,12:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Segunda,11,Tarde,25.69,6.42,6.42,Com Promocao,True,4
3842,2025-06-24,21,Pote,Cookies,3,26.22,Barbosa,RJ,Parceiro,False,CLI6787,2025-06-24,1900-01-01 21:00:00,21:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Terca,24,Noite,26.22,8.74,8.74,Sem Promocao,True,9
3843,2025-06-09,16,Milkshake,Baunilha,4,37.78,Nogueira Da Praia,PI,Parceiro,True,CLI3646,2025-06-09,1900-01-01 16:45:00,16:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Segunda,9,Tarde,37.78,9.44,9.44,Com Promocao,True,5
3844,2025-03-18,12,Pote,Chocolate,4,37.48,Siqueira Alegre,RO,App,False,CLI2518,2025-03-18,1900-01-01 12:30:00,12:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Terca,18,Tarde,37.48,9.37,9.37,Sem Promocao,True,7
3845,2025-06-01,21,Casquinha,Limão,5,43.7,Machado,RS,Loja Física,True,CLI2494,2025-06-01,1900-01-01 21:00:00,21:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Domingo,1,Noite,43.7,8.74,8.74,Com Promocao,True,3
3846,2025-05-26,9,Casquinha,Cookies,3,15.3,Teixeira,PI,Loja Física,False,CLI9018,2025-05-26,1900-01-01 09:45:00,09:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Segunda,26,Manha,15.3,5.1,5.1,Sem Promocao,True,6
3847,2025-08-18,15,Milkshake,Menta,4,18.3,Campinas,ES,Loja Física,True,CLI2569,2025-08-18,1900-01-01 15:15:00,15:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Segunda,18,Tarde,18.3,4.58,4.58,Com Promocao,True,4
3848,2025-07-08,11,Picolé,Caramelo,2,27.14,Camargo,PI,Parceiro,False,CLI7455,2025-07-08,1900-01-01 11:45:00,11:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Terca,8,Manha,27.14,13.57,13.57,Sem Promocao,True,4
3849,2025-03-24,10,Picolé,Menta,2,23.14,Mendes,PR,App,False,CLI5853,2025-03-24,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,24,Manha,23.14,11.57,11.57,Sem Promocao,True,7
3850,2025-04-17,21,Pote,Baunilha,2,11.65,Viana,PB,Parceiro,True,CLI2206,2025-04-17,1900-01-01 21:30:00,21:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Quinta,17,Noite,11.65,5.82,5.82,Com Promocao,True,5
3851,2025-03-30,16,Pote,Chocolate,3,28.05,Carvalho Do Galho,ES,App,False,CLI3492,2025-03-30,1900-01-01 16:45:00,16:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,30,Tarde,28.05,9.35,9.35,Sem Promocao,True,9
3852,2025-04-27,18,Picolé,Baunilha,3,29.66,Cardoso,AM,Loja Física,True,CLI9140,2025-04-27,1900-01-01 18:15:00,18:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,27,Noite,29.66,9.89,9.89,Com Promocao,True,3
3853,2025-03-13,21,Casquinha,Limão,2,29.58,Cardoso,PB,Parceiro,False,CLI4137,2025-03-13,1900-01-01 21:15:00,21:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Noite,29.58,14.79,14.79,Sem Promocao,True,6
3854,2025-04-27,17,Sundae,Morango,3,18.0,Albuquerque,TO,App,True,CLI9524,2025-04-27,1900-01-01 17:00:00,17:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,27,Tarde,18.0,6.0,6.0,Com Promocao,True,5
3855,2025-06-04,14,Picolé,Limão,2,22.29,Andrade Alegre,SP,Parceiro,True,CLI5994,2025-06-04,1900-01-01 14:00:00,14:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quarta,4,Tarde,22.29,11.14,11.14,Com Promocao,True,4
3856,2025-07-07,10,Casquinha,Menta,3,14.23,Alves Da Praia,TO,Loja Física,True,CLI7018,2025-07-07,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Segunda,7,Manha,14.23,4.74,4.74,Com Promocao,True,8
3857,2025-07-04,22,Sundae,Cookies,2,20.45,Rios Do Amparo,PB,App,True,CLI6201,2025-07-04,1900-01-01 22:30:00,22:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sexta,4,Noite,20.45,10.22,10.22,Com Promocao,True,5
3858,2025-03-07,22,Milkshake,Caramelo,5,58.9,Cirino De Alves,SE,Parceiro,True,CLI9755,2025-03-07,1900-01-01 22:30:00,22:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sexta,7,Noite,58.9,11.78,11.78,Com Promocao,False,1
3859,2025-06-24,15,Picolé,Morango,5,26.75,Nogueira Paulista,ES,App,True,CLI5660,2025-06-24,1900-01-01 15:30:00,15:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Terca,24,Tarde,26.75,5.35,5.35,Com Promocao,True,9
3860,2025-05-05,11,Casquinha,Caramelo,5,27.05,Guerra Das Flores,SC,App,False,CLI2123,2025-05-05,1900-01-01 11:45:00,11:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Segunda,5,Manha,27.05,5.41,5.41,Sem Promocao,True,7
3861,2025-02-27,21,Picolé,Açaí,2,16.38,Teixeira,PR,App,True,CLI9103,2025-02-27,1900-01-01 21:30:00,21:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Quinta,27,Noite,16.38,8.19,8.19,Com Promocao,True,9
3862,2025-05-20,17,Picolé,Morango,1,8.33,Da Cunha,BA,App,True,CLI6269,2025-05-20,1900-01-01 17:15:00,17:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Terca,20,Tarde,8.33,8.33,8.33,Com Promocao,True,8
3863,2025-08-14,19,Picolé,Menta,2,20.42,Costela,SE,Loja Física,True,CLI9820,2025-08-14,1900-01-01 19:45:00,19:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Quinta,14,Noite,20.42,10.21,10.21,Com Promocao,True,15
3864,2025-04-21,10,Sundae,Morango,4,20.02,Casa Grande,BA,App,True,CLI6130,2025-04-21,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Segunda,21,Manha,20.02,5.0,5.0,Com Promocao,True,5
3865,2025-08-06,10,Picolé,Caramelo,3,15.65,Gomes,PR,Parceiro,True,CLI8125,2025-08-06,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Quarta,6,Manha,15.65,5.22,5.22,Com Promocao,True,7
3866,2025-06-23,9,Milkshake,Menta,1,6.35,Da Cunha,PA,Parceiro,False,CLI6015,2025-06-23,1900-01-01 09:00:00,09:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Segunda,23,Manha,6.35,6.35,6.35,Sem Promocao,True,7
3867,2025-05-28,16,Casquinha,Baunilha,3,26.88,Moura,RN,Parceiro,False,CLI7011,2025-05-28,1900-01-01 16:30:00,16:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quarta,28,Tarde,26.88,8.96,8.96,Sem Promocao,True,6
3868,2025-04-01,18,Sundae,Caramelo,1,11.2,Ferreira,PR,App,True,CLI1129,2025-04-01,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Terca,1,Noite,11.2,11.2,11.2,Com Promocao,True,9
3869,2025-07-05,18,Picolé,Limão,5,27.55,Siqueira,TO,Parceiro,True,CLI1568,2025-07-05,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sabado,5,Noite,27.55,5.51,5.51,Com Promocao,True,7
3870,2025-09-09,16,Casquinha,Menta,1,5.45,Almeida De Barros,GO,App,False,CLI4946,2025-09-09,1900-01-01 16:00:00,16:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,9,Setembro,2025-09,T3,Terca,9,Tarde,5.45,5.45,5.45,Sem Promocao,True,6
3871,2025-04-29,13,Milkshake,Caramelo,2,15.37,Nascimento Paulista,RR,App,True,CLI9831,2025-04-29,1900-01-01 13:15:00,13:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Terca,29,Tarde,15.37,7.68,7.68,Com Promocao,True,4
3872,2025-08-15,12,Picolé,Morango,5,36.13,Fonseca,SC,Loja Física,True,CLI1960,2025-08-15,1900-01-01 12:15:00,12:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Sexta,15,Tarde,36.13,7.23,7.23,Com Promocao,True,6
3873,2025-03-09,20,Picolé,Baunilha,3,33.78,Câmara,PI,App,False,CLI6769,2025-03-09,1900-01-01 20:00:00,20:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,9,Noite,33.78,11.26,11.26,Sem Promocao,True,4
3874,2025-03-08,9,Pote,Limão,4,30.51,Correia,AL,Parceiro,True,CLI5519,2025-03-08,1900-01-01 09:15:00,09:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sabado,8,Manha,30.51,7.63,7.63,Com Promocao,True,4
3875,2025-03-09,9,Picolé,Limão,2,14.74,Rocha,PI,App,False,CLI5054,2025-03-09,1900-01-01 09:15:00,09:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,9,Manha,14.74,7.37,7.37,Sem Promocao,True,3
3876,2025-05-08,22,Pote,Baunilha,2,17.71,Viana,AL,Loja Física,True,CLI9878,2025-05-08,1900-01-01 22:00:00,22:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quinta,8,Noite,17.71,8.86,8.86,Com Promocao,True,7
3877,2025-05-30,19,Casquinha,Morango,3,29.19,Farias,SE,Loja Física,False,CLI3866,2025-05-30,1900-01-01 19:45:00,19:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sexta,30,Noite,29.19,9.73,9.73,Sem Promocao,True,11
3878,2025-05-26,18,Pote,Açaí,4,41.77,Novaes,SC,Loja Física,True,CLI6922,2025-05-26,1900-01-01 18:30:00,18:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Segunda,26,Noite,41.77,10.44,10.44,Com Promocao,True,3
3879,2025-03-15,14,Sundae,Chocolate,1,7.94,Abreu,PE,Loja Física,True,CLI6210,2025-03-15,1900-01-01 14:30:00,14:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sabado,15,Tarde,7.94,7.94,7.94,Com Promocao,True,6
3880,2025-03-08,11,Sundae,Morango,4,58.56,Da Rosa Alegre,RR,Loja Física,False,CLI5496,2025-03-08,1900-01-01 11:30:00,11:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sabado,8,Manha,58.56,14.64,14.64,Sem Promocao,True,10
3881,2025-03-20,19,Casquinha,Limão,0,0.0,Viana,RN,Loja Física,False,CLI1125,2025-03-20,1900-01-01 19:00:00,19:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Quinta,20,Noite,0.0,,,Sem Promocao,True,12
3882,2025-08-02,8,Sundae,Limão,1,7.4,Nascimento,MS,App,True,CLI3928,2025-08-02,1900-01-01 08:00:00,08:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Sabado,2,Manha,7.4,7.4,7.4,Com Promocao,True,9
3883,2025-04-08,14,Milkshake,Limão,4,44.43,Campinas,SC,Parceiro,True,CLI2418,2025-04-08,1900-01-01 14:30:00,14:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Terca,8,Tarde,44.43,11.11,11.11,Com Promocao,True,5
3884,2025-03-13,17,Pote,Limão,5,45.5,Almeida,TO,Loja Física,False,CLI1937,2025-03-13,1900-01-01 17:00:00,17:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Tarde,45.5,9.1,9.1,Sem Promocao,True,9
3885,2025-05-24,22,Picolé,Cookies,5,74.2,Martins,RO,Parceiro,False,CLI8948,2025-05-24,1900-01-01 22:00:00,22:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sabado,24,Noite,74.2,14.84,14.84,Sem Promocao,True,6
3886,2025-05-09,14,Milkshake,Baunilha,3,38.31,Ramos,RN,Parceiro,False,CLI3949,2025-05-09,1900-01-01 14:30:00,14:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sexta,9,Tarde,38.31,12.77,12.77,Sem Promocao,True,7
3887,2025-07-13,17,Sundae,Morango,2,10.39,Caldeira De Rocha,TO,Parceiro,True,CLI5471,2025-07-13,1900-01-01 17:00:00,17:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Domingo,13,Tarde,10.39,5.2,5.2,Com Promocao,True,10
3888,2025-09-19,18,Picolé,Chocolate,2,14.26,Lopes,RS,App,True,CLI7009,2025-09-19,1900-01-01 18:15:00,18:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,9,Setembro,2025-09,T3,Sexta,19,Noite,14.26,7.13,7.13,Com Promocao,True,4
3889,2025-08-19,18,Milkshake,Chocolate,1,5.56,Da Paz,MT,App,True,CLI4137,2025-08-19,1900-01-01 18:15:00,18:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Terca,19,Noite,5.56,5.56,5.56,Com Promocao,True,6
3890,2025-06-07,11,Picolé,Morango,0,0.0,Moraes,RN,App,True,CLI1188,2025-06-07,1900-01-01 11:00:00,11:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,6,Junho,2025-06,T2,Sabado,7,Manha,0.0,,,Com Promocao,True,6
3891,2025-04-27,16,Pote,Menta,2,19.9,Cirino,DF,Parceiro,False,CLI1005,2025-04-27,1900-01-01 16:00:00,16:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,27,Tarde,19.9,9.95,9.95,Sem Promocao,True,8
3892,2025-05-03,14,Milkshake,Cookies,4,43.6,Viana Do Norte,MS,Parceiro,False,CLI2602,2025-05-03,1900-01-01 14:00:00,14:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sabado,3,Tarde,43.6,10.9,10.9,Sem Promocao,True,9
3893,2025-03-09,8,Casquinha,Cookies,1,6.34,Freitas,MG,Loja Física,False,CLI9215,2025-03-09,1900-01-01 08:30:00,08:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,9,Manha,6.34,6.34,6.34,Sem Promocao,True,7
3894,2025-03-30,12,Sundae,Açaí,5,71.15,Moura De Barros,GO,Parceiro,False,CLI1437,2025-03-30,1900-01-01 12:45:00,12:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,30,Tarde,71.15,14.23,14.23,Sem Promocao,True,5
3895,2025-02-21,15,Casquinha,Baunilha,3,21.26,Ribeiro,MS,Parceiro,True,CLI4393,2025-02-21,1900-01-01 15:30:00,15:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sexta,21,Tarde,21.26,7.09,7.09,Com Promocao,True,5
3896,2025-07-09,10,Pote,Açaí,3,19.21,Costela De Minas,BA,Parceiro,True,CLI3615,2025-07-09,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Quarta,9,Manha,19.21,6.4,6.4,Com Promocao,True,6
3897,2025-03-09,16,Sundae,Nao Informado,1,,Nao Informado,RS,Parceiro,False,CLI3364,2025-03-09,1900-01-01 16:30:00,16:30,True,True,False,False,False,True,True,False,False,False,False,False,False,valor_total_nulo,False,False,2025,3,Marco,2025-03,T1,Domingo,9,Tarde,,,,Sem Promocao,True,5
3898,2025-08-01,12,Picolé,Baunilha,3,21.78,Casa Grande,SC,App,False,CLI9406,2025-08-01,1900-01-01 12:00:00,12:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Sexta,1,Tarde,21.78,7.26,7.26,Sem Promocao,True,10
3899,2025-07-27,16,Casquinha,Cookies,5,53.4,Azevedo,RR,Loja Física,False,CLI6036,2025-07-27,1900-01-01 16:30:00,16:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Domingo,27,Tarde,53.4,10.68,10.68,Sem Promocao,True,4
3900,2025-06-13,20,Sundae,Limão,5,68.65,Carvalho,TO,App,False,CLI8597,2025-06-13,1900-01-01 20:15:00,20:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Sexta,13,Noite,68.65,13.73,13.73,Sem Promocao,True,4
3901,2025-03-25,20,Pote,Açaí,3,44.16,Aragão Do Norte,DF,App,False,CLI4140,2025-03-25,1900-01-01 20:30:00,20:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Terca,25,Noite,44.16,14.72,14.72,Sem Promocao,True,10
3902,2025-06-09,12,Sundae,Cookies,1,10.86,Gonçalves,SP,App,False,CLI7526,2025-06-09,1900-01-01 12:45:00,12:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Segunda,9,Tarde,10.86,10.86,10.86,Sem Promocao,True,7
3903,2025-07-13,11,Sundae,Menta,3,40.17,Nogueira,SP,App,False,CLI1652,2025-07-13,1900-01-01 11:00:00,11:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Domingo,13,Manha,40.17,13.39,13.39,Sem Promocao,True,4
3904,2025-08-11,19,Sundae,Caramelo,3,35.05,Albuquerque Do Amparo,PA,Loja Física,True,CLI4089,2025-08-11,1900-01-01 19:45:00,19:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Segunda,11,Noite,35.05,11.68,11.68,Com Promocao,True,5
3905,2025-07-23,21,Sundae,Caramelo,0,0.0,Da Costa Grande,RS,Loja Física,True,CLI5063,2025-07-23,1900-01-01 21:30:00,21:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,7,Julho,2025-07,T3,Quarta,23,Noite,0.0,,,Com Promocao,True,7
3906,2025-05-09,9,Picolé,Chocolate,2,21.48,Vargas Do Sul,SE,App,True,CLI4854,2025-05-09,1900-01-01 09:30:00,09:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sexta,9,Manha,21.48,10.74,10.74,Com Promocao,True,12
3907,2025-05-05,22,Milkshake,Limão,-3,-19.77,Campinas,SC,Loja Física,True,CLI1202,2025-05-05,1900-01-01 22:00:00,22:00,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,5,Maio,2025-05,T2,Segunda,5,Noite,-19.77,6.59,6.59,Com Promocao,True,15
3908,2025-02-21,21,Milkshake,Menta,2,21.72,Abreu,AC,Loja Física,False,CLI4518,2025-02-21,1900-01-01 21:45:00,21:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sexta,21,Noite,21.72,10.86,10.86,Sem Promocao,True,7
3909,2025-03-31,18,Sundae,Açaí,3,17.61,Montenegro,AM,Loja Física,False,CLI1418,2025-03-31,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,31,Noite,17.61,5.87,5.87,Sem Promocao,True,8
3910,2025-02-23,15,Pote,Caramelo,1,8.0,Cunha,MT,Parceiro,True,CLI5341,2025-02-23,1900-01-01 15:00:00,15:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Domingo,23,Tarde,8.0,8.0,8.0,Com Promocao,True,6
3911,2025-03-13,11,Picolé,Menta,4,53.57,Teixeira,MA,Loja Física,True,CLI2706,2025-03-13,1900-01-01 11:30:00,11:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Manha,53.57,13.39,13.39,Com Promocao,True,3
