id_transacao,data_venda,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,hora_venda,hora,faixa_horario,tipo_sorvete,sabor,quantidade,valor_total,ticket_transacao,ticket_medio,valor_unitario_estimado,cidade,estado,canal_venda,promocao,promocao_label,id_cliente,cliente_recorrente,qtd_transacoes_cliente,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_outlier_valor_total,registro_valido_powerbi
16592,2025-07-29,2025,7,Julho,2025-07,T3,Terca,29,14:45,14,Tarde,Milkshake,Limão,4,38.68,38.68,9.67,9.67,Mendonça Das Flores,CE,App,False,Sem Promocao,CLI8197,True,10,False,False,False,True
16593,2025-07-15,2025,7,Julho,2025-07,T3,Terca,15,08:45,8,Manha,Milkshake,Açaí,4,34.01,34.01,8.5,8.5,Gomes,PE,Loja Física,True,Com Promocao,CLI2106,True,10,False,False,False,True
16594,2025-07-17,2025,7,Julho,2025-07,T3,Quinta,17,16:15,16,Tarde,Sundae,Caramelo,4,46.56,46.56,11.64,11.64,Vargas Do Amparo,AL,Loja Física,False,Sem Promocao,CLI2533,True,8,False,False,False,True
16595,2025-07-01,2025,7,Julho,2025-07,T3,Terca,1,13:00,13,Tarde,Casquinha,Baunilha,3,22.27,22.27,7.42,7.42,Mendonça Da Prata,RR,Loja Física,True,Com Promocao,CLI6629,True,8,False,False,False,True
16596,2025-07-14,2025,7,Julho,2025-07,T3,Segunda,14,09:00,9,Manha,Milkshake,Menta,3,34.93,34.93,11.64,11.64,Vieira,AM,Loja Física,True,Com Promocao,CLI2636,True,7,False,False,False,True
16597,2025-04-09,2025,4,Abril,2025-04,T2,Quarta,9,19:15,19,Noite,Casquinha,Caramelo,1,5.18,5.18,5.18,5.18,Fonseca Da Praia,TO,Parceiro,False,Sem Promocao,CLI4599,True,11,False,False,False,True
16598,2025-03-04,2025,3,Marco,2025-03,T1,Terca,4,18:15,18,Noite,Casquinha,Cookies,5,36.8,36.8,7.36,7.36,Farias Grande,AC,Loja Física,False,Sem Promocao,CLI7133,True,9,False,False,False,True
16599,2025-04-20,2025,4,Abril,2025-04,T2,Domingo,20,19:00,19,Noite,Casquinha,Caramelo,2,12.1,12.1,6.05,6.05,Da Cunha,RJ,Parceiro,False,Sem Promocao,CLI3752,True,8,False,False,False,True
16600,2025-08-02,2025,8,Agosto,2025-08,T3,Sabado,2,12:15,12,Tarde,Casquinha,Limão,1,4.58,4.58,4.58,4.58,Da Cunha Verde,RN,Parceiro,True,Com Promocao,CLI1138,True,5,False,False,False,True
16601,2025-06-29,2025,6,Junho,2025-06,T2,Domingo,29,15:30,15,Tarde,Sundae,Limão,5,55.55,55.55,11.11,11.11,Costela Do Campo,DF,App,False,Sem Promocao,CLI7383,True,3,False,False,False,True
16603,2025-06-25,2025,6,Junho,2025-06,T2,Quarta,25,12:15,12,Tarde,Milkshake,Caramelo,2,11.6,11.6,5.8,5.8,Barros De Pimenta,GO,Loja Física,True,Com Promocao,CLI2545,True,4,False,False,False,True
16604,2025-05-12,2025,5,Maio,2025-05,T2,Segunda,12,14:00,14,Tarde,Casquinha,Açaí,3,24.51,24.51,8.17,8.17,Fonseca Da Prata,CE,Parceiro,False,Sem Promocao,CLI3911,True,7,False,False,False,True
16605,2025-06-28,2025,6,Junho,2025-06,T2,Sabado,28,09:45,9,Manha,Casquinha,Menta,1,4.72,4.72,4.72,4.72,Lima,MT,App,True,Com Promocao,CLI7459,True,11,False,False,False,True
16606,2025-07-20,2025,7,Julho,2025-07,T3,Domingo,20,16:00,16,Tarde,Sundae,Baunilha,5,66.45,66.45,13.29,13.29,Moraes,GO,Loja Física,False,Sem Promocao,CLI1552,True,3,False,False,False,True
16607,2025-08-04,2025,8,Agosto,2025-08,T3,Segunda,4,18:15,18,Noite,Casquinha,Menta,4,35.63,35.63,8.91,8.91,Farias,AL,Parceiro,True,Com Promocao,CLI4422,True,5,False,False,False,True
16608,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,08:00,8,Manha,Milkshake,Morango,1,8.05,8.05,8.05,8.05,Cavalcanti Do Norte,MS,Parceiro,True,Com Promocao,CLI3510,True,8,False,False,False,True
16609,2025-08-12,2025,8,Agosto,2025-08,T3,Terca,12,20:45,20,Noite,Casquinha,Chocolate,4,33.85,33.85,8.46,8.46,Moreira Do Campo,DF,App,True,Com Promocao,CLI9471,True,4,False,False,False,True
16611,2025-04-26,2025,4,Abril,2025-04,T2,Sabado,26,15:15,15,Tarde,Casquinha,Menta,5,29.29,29.29,5.86,5.86,Peixoto,GO,Loja Física,True,Com Promocao,CLI2278,True,11,False,False,False,True
16612,2025-04-27,2025,4,Abril,2025-04,T2,Domingo,27,12:30,12,Tarde,Milkshake,Caramelo,4,22.28,22.28,5.57,5.57,Campinas,RJ,App,True,Com Promocao,CLI2361,True,9,False,False,False,True
16613,2025-05-03,2025,5,Maio,2025-05,T2,Sabado,3,08:00,8,Manha,Sundae,Caramelo,3,19.29,19.29,6.43,6.43,Barbosa De Cassiano,MT,Loja Física,False,Sem Promocao,CLI9512,True,3,False,False,False,True
16614,2025-06-03,2025,6,Junho,2025-06,T2,Terca,3,17:30,17,Tarde,Picolé,Baunilha,1,6.42,6.42,6.42,6.42,Melo Das Pedras,SE,Parceiro,True,Com Promocao,CLI8064,True,8,False,False,False,True
16615,2025-07-19,2025,7,Julho,2025-07,T3,Sabado,19,18:15,18,Noite,Pote,Açaí,1,6.8,6.8,6.8,6.8,Barros,TO,App,True,Com Promocao,CLI1533,True,6,False,False,False,True
16616,2025-02-27,2025,2,Fevereiro,2025-02,T1,Quinta,27,16:15,16,Tarde,Casquinha,Morango,4,26.2,26.2,6.55,6.55,Alves Do Campo,RS,Loja Física,False,Sem Promocao,CLI1797,True,8,False,False,False,True
16617,2025-04-06,2025,4,Abril,2025-04,T2,Domingo,6,21:15,21,Noite,Casquinha,Chocolate,3,20.49,20.49,6.83,6.83,Farias Verde,PA,App,False,Sem Promocao,CLI9463,True,5,False,False,False,True
16618,2025-02-23,2025,2,Fevereiro,2025-02,T1,Domingo,23,10:30,10,Manha,Milkshake,Chocolate,5,25.4,25.4,5.08,5.08,Campinas,ES,App,False,Sem Promocao,CLI7177,True,5,False,False,False,True
16619,2025-04-30,2025,4,Abril,2025-04,T2,Quarta,30,17:45,17,Tarde,Casquinha,Menta,4,28.03,28.03,7.01,7.01,Novaes Do Amparo,PB,App,True,Com Promocao,CLI5925,True,8,False,False,False,True
16620,2025-08-06,2025,8,Agosto,2025-08,T3,Quarta,6,18:00,18,Noite,Sundae,Baunilha,3,21.0,21.0,7.0,7.0,Da Mota,SE,App,False,Sem Promocao,CLI9461,True,5,False,False,False,True
16621,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,11:15,11,Manha,Casquinha,Morango,4,34.92,34.92,8.73,8.73,Moreira,PA,Loja Física,True,Com Promocao,CLI2308,True,10,False,False,False,True
16622,2025-03-25,2025,3,Marco,2025-03,T1,Terca,25,11:15,11,Manha,Sundae,Menta,5,54.87,54.87,10.97,10.97,Correia,GO,App,True,Com Promocao,CLI2306,True,10,False,False,False,True
16624,2025-07-11,2025,7,Julho,2025-07,T3,Sexta,11,22:45,22,Noite,Milkshake,Menta,4,20.92,20.92,5.23,5.23,Silva,RS,Loja Física,True,Com Promocao,CLI5381,True,5,False,False,False,True
16625,2025-02-22,2025,2,Fevereiro,2025-02,T1,Sabado,22,17:00,17,Tarde,Pote,Cookies,4,28.84,28.84,7.21,7.21,Marques,SE,App,True,Com Promocao,CLI4012,True,5,False,False,False,True
16626,2025-03-11,2025,3,Marco,2025-03,T1,Terca,11,22:45,22,Noite,Milkshake,Baunilha,4,45.36,45.36,11.34,11.34,Pereira,AM,App,True,Com Promocao,CLI6506,True,6,False,False,False,True
16627,2025-02-21,2025,2,Fevereiro,2025-02,T1,Sexta,21,21:30,21,Noite,Pote,Caramelo,5,49.45,49.45,9.89,9.89,Teixeira,RO,Loja Física,False,Sem Promocao,CLI1101,True,9,False,False,False,True
16628,2025-07-18,2025,7,Julho,2025-07,T3,Sexta,18,13:45,13,Tarde,Casquinha,Menta,5,47.48,47.48,9.5,9.5,Camargo Alegre,RR,Loja Física,True,Com Promocao,CLI4837,True,9,False,False,False,True
16629,2025-07-14,2025,7,Julho,2025-07,T3,Segunda,14,15:00,15,Tarde,Sundae,Menta,5,56.35,56.35,11.27,11.27,Moreira De Pastor,RN,Parceiro,False,Sem Promocao,CLI9529,True,8,False,False,False,True
16630,2025-05-24,2025,5,Maio,2025-05,T2,Sabado,24,19:00,19,Noite,Sundae,Limão,5,37.25,37.25,7.45,7.45,Azevedo,ES,App,False,Sem Promocao,CLI1156,True,4,False,False,False,True
16631,2025-03-05,2025,3,Marco,2025-03,T1,Quarta,5,14:30,14,Tarde,Casquinha,Menta,3,31.64,31.64,10.55,10.55,Da Cruz,AL,App,True,Com Promocao,CLI4431,True,11,False,False,False,True
16632,2025-07-11,2025,7,Julho,2025-07,T3,Sexta,11,09:00,9,Manha,Milkshake,Cookies,3,11.99,11.99,4.0,4.0,Câmara,PI,Loja Física,True,Com Promocao,CLI8221,True,10,False,False,False,True
16633,2025-05-28,2025,5,Maio,2025-05,T2,Quarta,28,11:30,11,Manha,Pote,Açaí,2,17.84,17.84,8.92,8.92,Melo,AP,App,False,Sem Promocao,CLI6835,True,11,False,False,False,True
16634,2025-06-08,2025,6,Junho,2025-06,T2,Domingo,8,19:15,19,Noite,Milkshake,Açaí,1,3.67,3.67,3.67,3.67,Melo De Siqueira,MS,App,True,Com Promocao,CLI3410,True,4,False,False,False,True
16636,2025-06-15,2025,6,Junho,2025-06,T2,Domingo,15,19:45,19,Noite,Milkshake,Baunilha,3,14.2,14.2,4.73,4.73,Campinas,AL,App,True,Com Promocao,CLI3010,True,8,False,False,False,True
16637,2025-03-09,2025,3,Marco,2025-03,T1,Domingo,9,14:00,14,Tarde,Picolé,Baunilha,2,14.16,14.16,7.08,7.08,Sampaio,GO,Loja Física,False,Sem Promocao,CLI9384,True,3,False,False,False,True
16638,2025-03-17,2025,3,Marco,2025-03,T1,Segunda,17,09:15,9,Manha,Pote,Menta,3,25.94,25.94,8.65,8.65,Cirino Verde,PB,App,True,Com Promocao,CLI2847,True,7,False,False,False,True
16639,2025-06-18,2025,6,Junho,2025-06,T2,Quarta,18,22:15,22,Noite,Picolé,Cookies,5,35.9,35.9,7.18,7.18,Cavalcanti,RR,Loja Física,True,Com Promocao,CLI9850,True,10,False,False,False,True
16640,2025-04-29,2025,4,Abril,2025-04,T2,Terca,29,13:15,13,Tarde,Milkshake,Caramelo,5,60.05,60.05,12.01,12.01,Campinas,TO,Parceiro,False,Sem Promocao,CLI6429,True,5,False,False,False,True
16641,2025-06-23,2025,6,Junho,2025-06,T2,Segunda,23,15:30,15,Tarde,Milkshake,Morango,1,5.43,5.43,5.43,5.43,Novais De Mendes,PR,App,False,Sem Promocao,CLI8287,True,7,False,False,False,True
16642,2025-05-19,2025,5,Maio,2025-05,T2,Segunda,19,20:00,20,Noite,Picolé,Baunilha,3,23.18,23.18,7.73,7.73,Azevedo,SE,App,True,Com Promocao,CLI2721,True,4,False,False,False,True
16643,2025-03-05,2025,3,Marco,2025-03,T1,Quarta,5,13:30,13,Tarde,Picolé,Morango,4,24.56,24.56,6.14,6.14,Vargas,RO,App,True,Com Promocao,CLI9989,True,10,False,False,False,True
16644,2025-03-15,2025,3,Marco,2025-03,T1,Sabado,15,09:30,9,Manha,Picolé,Chocolate,1,12.08,12.08,12.08,12.08,Vieira Do Sul,PA,Parceiro,True,Com Promocao,CLI8142,True,5,False,False,False,True
16645,2025-07-24,2025,7,Julho,2025-07,T3,Quinta,24,11:30,11,Manha,Picolé,Limão,3,27.18,27.18,9.06,9.06,Alves Da Praia,MG,Parceiro,False,Sem Promocao,CLI4805,True,5,False,False,False,True
16646,2025-06-08,2025,6,Junho,2025-06,T2,Domingo,8,17:30,17,Tarde,Sundae,Cookies,3,19.23,19.23,6.41,6.41,Albuquerque Das Flores,RJ,Loja Física,False,Sem Promocao,CLI9200,True,6,False,False,False,True
16647,2025-04-08,2025,4,Abril,2025-04,T2,Terca,8,08:15,8,Manha,Milkshake,Açaí,1,10.84,10.84,10.84,10.84,Da Mata,PA,Loja Física,False,Sem Promocao,CLI1804,True,4,False,False,False,True
16648,2025-07-18,2025,7,Julho,2025-07,T3,Sexta,18,21:00,21,Noite,Sundae,Cookies,4,33.84,33.84,8.46,8.46,Da Cunha,DF,Parceiro,False,Sem Promocao,CLI8670,True,7,False,False,False,True
16649,2025-04-27,2025,4,Abril,2025-04,T2,Domingo,27,18:15,18,Noite,Casquinha,Morango,2,21.66,21.66,10.83,10.83,Barros De Minas,MA,App,False,Sem Promocao,CLI6880,True,7,False,False,False,True
16650,2025-03-18,2025,3,Marco,2025-03,T1,Terca,18,14:00,14,Tarde,Picolé,Menta,2,25.54,25.54,12.77,12.77,Barbosa,ES,Loja Física,True,Com Promocao,CLI4561,True,12,False,False,False,True
16651,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,14:15,14,Tarde,Sundae,Cookies,5,22.08,22.08,4.42,4.42,Siqueira,AM,Loja Física,True,Com Promocao,CLI7005,True,8,False,False,False,True
16652,2025-07-23,2025,7,Julho,2025-07,T3,Quarta,23,11:00,11,Manha,Picolé,Limão,2,29.4,29.4,14.7,14.7,Sousa Da Serra,MA,Parceiro,False,Sem Promocao,CLI3657,True,7,False,False,False,True
16653,2025-04-02,2025,4,Abril,2025-04,T2,Quarta,2,20:30,20,Noite,Pote,Chocolate,2,22.56,22.56,11.28,11.28,Lopes,RO,App,True,Com Promocao,CLI6937,True,8,False,False,False,True
16654,2025-05-11,2025,5,Maio,2025-05,T2,Domingo,11,20:15,20,Noite,Picolé,Morango,1,10.28,10.28,10.28,10.28,Da Rosa,GO,Loja Física,False,Sem Promocao,CLI8998,True,4,False,False,False,True
16655,2025-08-02,2025,8,Agosto,2025-08,T3,Sabado,2,14:00,14,Tarde,Pote,Baunilha,5,51.06,51.06,10.21,10.21,Siqueira,PE,Parceiro,True,Com Promocao,CLI3421,True,5,False,False,False,True
16656,2025-07-07,2025,7,Julho,2025-07,T3,Segunda,7,14:45,14,Tarde,Milkshake,Baunilha,4,34.65,34.65,8.66,8.66,Campinas,BA,Parceiro,True,Com Promocao,CLI7033,True,5,False,False,False,True
16657,2025-05-04,2025,5,Maio,2025-05,T2,Domingo,4,12:45,12,Tarde,Picolé,Morango,2,12.4,12.4,6.2,6.2,Das Neves,RS,Parceiro,False,Sem Promocao,CLI7161,True,8,False,False,False,True
16658,2025-07-21,2025,7,Julho,2025-07,T3,Segunda,21,21:00,21,Noite,Picolé,Açaí,4,56.12,56.12,14.03,14.03,Costela Das Pedras,PI,Loja Física,False,Sem Promocao,CLI5656,True,9,False,False,False,True
16659,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,15:30,15,Tarde,Pote,Chocolate,3,19.98,19.98,6.66,6.66,Mendonça Das Flores,PE,Parceiro,False,Sem Promocao,CLI6611,True,6,False,False,False,True
16660,2025-08-15,2025,8,Agosto,2025-08,T3,Sexta,15,16:15,16,Tarde,Milkshake,Menta,3,22.72,22.72,7.57,7.57,Macedo,SE,App,True,Com Promocao,CLI1759,True,6,False,False,False,True
16661,2025-08-05,2025,8,Agosto,2025-08,T3,Terca,5,17:15,17,Tarde,Picolé,Limão,5,74.45,74.45,14.89,14.89,Novais De Goiás,BA,Loja Física,False,Sem Promocao,CLI6192,True,7,False,False,False,True
16662,2025-08-16,2025,8,Agosto,2025-08,T3,Sabado,16,22:15,22,Noite,Pote,Menta,2,23.38,23.38,11.69,11.69,Correia Alegre,PA,Loja Física,True,Com Promocao,CLI5007,True,4,False,False,False,True
16663,2025-02-28,2025,2,Fevereiro,2025-02,T1,Sexta,28,19:15,19,Noite,Milkshake,Açaí,1,10.11,10.11,10.11,10.11,Nogueira De Da Mota,PR,Loja Física,True,Com Promocao,CLI7534,True,4,False,False,False,True
16664,2025-08-11,2025,8,Agosto,2025-08,T3,Segunda,11,21:00,21,Noite,Casquinha,Caramelo,2,22.42,22.42,11.21,11.21,Peixoto Paulista,AL,Parceiro,False,Sem Promocao,CLI1262,True,7,False,False,False,True
16665,2025-08-11,2025,8,Agosto,2025-08,T3,Segunda,11,12:30,12,Tarde,Picolé,Caramelo,1,9.42,9.42,9.42,9.42,Costa Do Sul,PR,App,False,Sem Promocao,CLI1899,True,4,False,False,False,True
16666,2025-03-18,2025,3,Marco,2025-03,T1,Terca,18,16:15,16,Tarde,Pote,Baunilha,4,53.48,53.48,13.37,13.37,Souza,AL,Parceiro,False,Sem Promocao,CLI6150,True,7,False,False,False,True
16667,2025-05-18,2025,5,Maio,2025-05,T2,Domingo,18,13:45,13,Tarde,Casquinha,Baunilha,2,10.41,10.41,5.2,5.2,Alves,RR,App,True,Com Promocao,CLI4135,True,9,False,False,False,True
16668,2025-05-24,2025,5,Maio,2025-05,T2,Sabado,24,21:45,21,Noite,Milkshake,Limão,4,41.7,41.7,10.42,10.42,Campinas,SP,Loja Física,True,Com Promocao,CLI9217,True,5,False,False,False,True
16669,2025-03-11,2025,3,Marco,2025-03,T1,Terca,11,18:15,18,Noite,Picolé,Chocolate,5,26.15,26.15,5.23,5.23,Borges,DF,Parceiro,False,Sem Promocao,CLI5476,True,6,False,False,False,True
16670,2025-08-07,2025,8,Agosto,2025-08,T3,Quinta,7,11:00,11,Manha,Picolé,Limão,4,41.48,41.48,10.37,10.37,Da Rocha,GO,App,False,Sem Promocao,CLI9053,True,3,False,False,False,True
16671,2025-03-17,2025,3,Marco,2025-03,T1,Segunda,17,22:15,22,Noite,Picolé,Limão,1,6.86,6.86,6.86,6.86,Guerra,CE,Loja Física,False,Sem Promocao,CLI3414,True,10,False,False,False,True
16672,2025-02-26,2025,2,Fevereiro,2025-02,T1,Quarta,26,15:00,15,Tarde,Picolé,Cookies,5,53.05,53.05,10.61,10.61,Correia Do Galho,SC,Parceiro,False,Sem Promocao,CLI8633,True,6,False,False,False,True
16673,2025-08-31,2025,8,Agosto,2025-08,T3,Domingo,31,11:00,11,Manha,Milkshake,Menta,1,8.8,8.8,8.8,8.8,Da Mata Dos Dourados,SE,Parceiro,True,Com Promocao,CLI8006,True,8,False,False,False,True
16674,2025-06-02,2025,6,Junho,2025-06,T2,Segunda,2,14:15,14,Tarde,Pote,Caramelo,1,7.83,7.83,7.83,7.83,Silveira,MG,Parceiro,False,Sem Promocao,CLI3759,True,5,False,False,False,True
16675,2025-06-24,2025,6,Junho,2025-06,T2,Terca,24,14:00,14,Tarde,Milkshake,Morango,4,21.15,21.15,5.29,5.29,Almeida,SC,App,True,Com Promocao,CLI2563,True,5,False,False,False,True
16676,2025-04-23,2025,4,Abril,2025-04,T2,Quarta,23,22:45,22,Noite,Casquinha,Caramelo,4,55.32,55.32,13.83,13.83,Souza Alegre,SC,Parceiro,False,Sem Promocao,CLI9054,True,5,False,False,False,True
16677,2025-06-27,2025,6,Junho,2025-06,T2,Sexta,27,08:30,8,Manha,Casquinha,Cookies,3,30.67,30.67,10.22,10.22,Correia Da Praia,DF,Loja Física,True,Com Promocao,CLI6168,True,6,False,False,False,True
16678,2025-06-01,2025,6,Junho,2025-06,T2,Domingo,1,20:30,20,Noite,Sundae,Açaí,2,12.96,12.96,6.48,6.48,Moreira,SP,App,False,Sem Promocao,CLI1251,True,6,False,False,False,True
16679,2025-06-03,2025,6,Junho,2025-06,T2,Terca,3,20:15,20,Noite,Milkshake,Açaí,3,32.04,32.04,10.68,10.68,Campinas,PB,App,False,Sem Promocao,CLI1267,True,7,False,False,False,True
16680,2025-05-09,2025,5,Maio,2025-05,T2,Sexta,9,22:45,22,Noite,Casquinha,Cookies,1,5.89,5.89,5.89,5.89,Vieira Da Serra,MG,Parceiro,False,Sem Promocao,CLI7516,True,2,False,False,False,True
16681,2025-04-11,2025,4,Abril,2025-04,T2,Sexta,11,21:45,21,Noite,Milkshake,Caramelo,6,59.69,59.69,9.95,9.95,Campinas,RJ,App,True,Com Promocao,CLI7031,True,7,False,False,False,True
16682,2025-08-14,2025,8,Agosto,2025-08,T3,Quinta,14,18:45,18,Noite,Pote,Menta,3,36.09,36.09,12.03,12.03,Da Costa,DF,Loja Física,False,Sem Promocao,CLI8564,True,6,False,False,False,True
16684,2025-05-19,2025,5,Maio,2025-05,T2,Segunda,19,11:15,11,Manha,Casquinha,Morango,2,18.48,18.48,9.24,9.24,Pimenta Do Galho,PE,Parceiro,True,Com Promocao,CLI4223,True,5,False,False,False,True
16685,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,09:30,9,Manha,Sundae,Morango,2,16.52,16.52,8.26,8.26,Rocha Do Amparo,MS,Parceiro,False,Sem Promocao,CLI8212,True,5,False,False,False,True
16686,2025-06-12,2025,6,Junho,2025-06,T2,Quinta,12,15:15,15,Tarde,Picolé,Menta,2,12.42,12.42,6.21,6.21,Peixoto De Goiás,AL,Loja Física,False,Sem Promocao,CLI8189,True,6,False,False,False,True
16687,2025-02-21,2025,2,Fevereiro,2025-02,T1,Sexta,21,13:45,13,Tarde,Picolé,Caramelo,5,36.27,36.27,7.25,7.25,Machado,AL,App,True,Com Promocao,CLI7853,True,4,False,False,False,True
16688,2025-03-27,2025,3,Marco,2025-03,T1,Quinta,27,14:15,14,Tarde,Sundae,Baunilha,4,40.2,40.2,10.05,10.05,Gonçalves,MA,Loja Física,True,Com Promocao,CLI8587,True,4,False,False,False,True
16689,2025-08-10,2025,8,Agosto,2025-08,T3,Domingo,10,18:00,18,Noite,Milkshake,Caramelo,5,32.0,32.0,6.4,6.4,Novais,RJ,App,False,Sem Promocao,CLI3445,True,5,False,False,False,True
16690,2025-08-13,2025,8,Agosto,2025-08,T3,Quarta,13,19:30,19,Noite,Casquinha,Menta,1,5.45,5.45,5.45,5.45,Viana Da Serra,AP,Loja Física,True,Com Promocao,CLI1051,True,4,False,False,False,True
16691,2025-07-15,2025,7,Julho,2025-07,T3,Terca,15,22:30,22,Noite,Pote,Açaí,3,27.63,27.63,9.21,9.21,Câmara De Fogaça,GO,App,False,Sem Promocao,CLI9731,True,9,False,False,False,True
16692,2025-05-22,2025,5,Maio,2025-05,T2,Quinta,22,17:15,17,Tarde,Sundae,Limão,3,33.45,33.45,11.15,11.15,Borges De Peixoto,RN,Loja Física,False,Sem Promocao,CLI9982,True,5,False,False,False,True
16693,2025-05-26,2025,5,Maio,2025-05,T2,Segunda,26,22:00,22,Noite,Casquinha,Chocolate,1,6.35,6.35,6.35,6.35,Guerra Do Amparo,PE,App,True,Com Promocao,CLI2572,True,7,False,False,False,True
16694,2025-05-07,2025,5,Maio,2025-05,T2,Quarta,7,16:30,16,Tarde,Milkshake,Baunilha,2,25.48,25.48,12.74,12.74,Santos Verde,SP,Loja Física,False,Sem Promocao,CLI7548,True,7,False,False,False,True
16695,2025-07-07,2025,7,Julho,2025-07,T3,Segunda,7,14:30,14,Tarde,Milkshake,Cookies,2,17.07,17.07,8.54,8.54,Campos De Pinto,PE,App,True,Com Promocao,CLI1032,True,6,False,False,False,True
16696,2025-06-26,2025,6,Junho,2025-06,T2,Quinta,26,19:00,19,Noite,Casquinha,Limão,1,12.96,12.96,12.96,12.96,Moreira,SC,Loja Física,False,Sem Promocao,CLI6273,True,5,False,False,False,True
16697,2025-03-27,2025,3,Marco,2025-03,T1,Quinta,27,09:15,9,Manha,Milkshake,Morango,5,66.85,66.85,13.37,13.37,Abreu,PE,App,False,Sem Promocao,CLI1480,True,6,False,False,False,True
16698,2025-07-08,2025,7,Julho,2025-07,T3,Terca,8,19:15,19,Noite,Picolé,Baunilha,5,20.93,20.93,4.19,4.19,Rodrigues Da Serra,PB,App,True,Com Promocao,CLI6088,True,10,False,False,False,True
16699,2025-03-13,2025,3,Marco,2025-03,T1,Quinta,13,15:45,15,Tarde,Milkshake,Baunilha,4,40.26,40.26,10.06,10.06,Das Neves,RO,Loja Física,True,Com Promocao,CLI9064,True,8,False,False,False,True
16700,2025-03-09,2025,3,Marco,2025-03,T1,Domingo,9,17:45,17,Tarde,Pote,Menta,4,47.84,47.84,11.96,11.96,Farias Do Amparo,SE,App,False,Sem Promocao,CLI7844,True,10,False,False,False,True
16701,2025-08-19,2025,8,Agosto,2025-08,T3,Terca,19,19:15,19,Noite,Picolé,Limão,2,16.18,16.18,8.09,8.09,Souza Do Oeste,MS,App,False,Sem Promocao,CLI2070,True,8,False,False,False,True
16702,2025-04-16,2025,4,Abril,2025-04,T2,Quarta,16,18:15,18,Noite,Pote,Baunilha,2,12.55,12.55,6.28,6.28,Monteiro,BA,Parceiro,True,Com Promocao,CLI8010,True,6,False,False,False,True
16703,2025-08-19,2025,8,Agosto,2025-08,T3,Terca,19,15:30,15,Tarde,Pote,Morango,1,9.51,9.51,9.51,9.51,Leão,AM,Loja Física,True,Com Promocao,CLI8666,True,4,False,False,False,True
16704,2025-06-19,2025,6,Junho,2025-06,T2,Quinta,19,12:30,12,Tarde,Casquinha,Baunilha,3,28.56,28.56,9.52,9.52,Barbosa,RO,Parceiro,False,Sem Promocao,CLI7079,True,8,False,False,False,True
16705,2025-06-23,2025,6,Junho,2025-06,T2,Segunda,23,21:00,21,Noite,Picolé,Açaí,4,22.29,22.29,5.57,5.57,Pastor,PI,Loja Física,True,Com Promocao,CLI8632,True,6,False,False,False,True
16706,2025-04-19,2025,4,Abril,2025-04,T2,Sabado,19,21:15,21,Noite,Sundae,Açaí,2,10.23,10.23,5.12,5.12,Nogueira Do Galho,AC,App,True,Com Promocao,CLI8803,True,6,False,False,False,True
16707,2025-03-10,2025,3,Marco,2025-03,T1,Segunda,10,16:15,16,Tarde,Picolé,Cookies,1,8.43,8.43,8.43,8.43,Porto,MT,Loja Física,False,Sem Promocao,CLI3289,True,5,False,False,False,True
16708,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,17:45,17,Tarde,Pote,Limão,4,24.06,24.06,6.02,6.02,Sampaio,AM,Loja Física,True,Com Promocao,CLI5981,True,4,False,False,False,True
16709,2025-08-20,2025,8,Agosto,2025-08,T3,Quarta,20,19:00,19,Noite,Milkshake,Morango,2,7.34,7.34,3.67,3.67,Vasconcelos,SP,App,True,Com Promocao,CLI7339,True,9,False,False,False,True
16710,2025-03-31,2025,3,Marco,2025-03,T1,Segunda,31,22:45,22,Noite,Picolé,Morango,3,28.69,28.69,9.56,9.56,Pinto,PR,Parceiro,True,Com Promocao,CLI7657,True,9,False,False,False,True
16711,2025-03-09,2025,3,Marco,2025-03,T1,Domingo,9,22:15,22,Noite,Casquinha,Chocolate,4,54.92,54.92,13.73,13.73,Montenegro,PI,Parceiro,False,Sem Promocao,CLI3194,True,7,False,False,False,True
16712,2025-07-13,2025,7,Julho,2025-07,T3,Domingo,13,09:45,9,Manha,Casquinha,Chocolate,1,12.08,12.08,12.08,12.08,Peixoto,MA,App,True,Com Promocao,CLI5433,True,5,False,False,False,True
16713,2025-08-09,2025,8,Agosto,2025-08,T3,Sabado,9,12:45,12,Tarde,Pote,Morango,2,12.38,12.38,6.19,6.19,Barbosa Das Flores,GO,Parceiro,False,Sem Promocao,CLI1127,True,8,False,False,False,True
16714,2025-05-18,2025,5,Maio,2025-05,T2,Domingo,18,15:15,15,Tarde,Milkshake,Caramelo,4,25.4,25.4,6.35,6.35,Barbosa Do Campo,PA,Parceiro,False,Sem Promocao,CLI3331,True,12,False,False,False,True
16715,2025-07-02,2025,7,Julho,2025-07,T3,Quarta,2,10:45,10,Manha,Casquinha,Açaí,3,20.94,20.94,6.98,6.98,Pimenta Dos Dourados,AL,App,True,Com Promocao,CLI3532,True,7,False,False,False,True
