ID_Transacao,Data,Hora,Tipo_Sorvete,Sabor,Quantidade,Valor_Total,Cidade,Estado,Canal_Venda,Promocao,ID_Cliente
15420,2025-06-24,18:00,Casquinha,Açaí,5,67.75,da Rosa do Campo,BA,App,False,CLI5004
15421,2025-03-23,16:45,Picolé,Limão,2,18.71,Cassiano do Oeste,MT,App,True,CLI6255
15422,2025-07-14,8:45,Pote,Açaí,2,29.54,Vasconcelos,RJ,Parceiro,False,CLI5440
15423,2025-07-23,11:45,Picolé,Caramelo,4,33.0,da Mota de Martins,PA,Loja Física,True,CLI1909
15424,2025-07-24,20:00,Sundae,Limão,2,27.0,Rocha de Carvalho,SE,Parceiro,False,CLI2611
15425,2025-03-22,13:30,Milkshake,Morango,5,59.19,Santos,GO,App,True,CLI1988
15426,2025-03-30,16:45,Milkshake,Menta,3,19.05,Campinas,SP,App,False,CLI2886
15427,2025-03-31,9:00,Sundae,Caramelo,1,9.22,Guerra,BA,Parceiro,False,CLI4440
15428,2025-05-27,19:30,Sundae,Limão,5,39.98,Cirino,MS,Parceiro,True,CLI6654
15429,2025-07-18,13:15,Sundae,Limão,5,35.13,Caldeira de Ramos,PI,Parceiro,True,CLI8567
15430,2025-07-20,22:15,Pote,Menta,2,12.54,Moreira de Minas,PE,Parceiro,False,CLI6450
15431,2025-06-12,22:15,Pote,Baunilha,5,38.38,Sá da Mata,RO,App,True,CLI5448
15432,2025-06-10,19:45,Milkshake,Limão,3,42.75,Abreu das Flores,AL,App,False,CLI4767
15433,2025-04-06,17:00,Sundae,Cookies,4,48.68,Cardoso Verde,MG,Parceiro,False,CLI8402
15434,2025-03-16,22:30,Sundae,Limão,1,5.71,Machado,BA,App,False,CLI5427
15435,2025-03-01,16:00,Sundae,Açaí,1,10.02,Costa,PR,App,True,CLI3081
15436,2025-07-31,11:30,Sundae,Açaí,3,31.98,Silveira das Pedras,ES,Parceiro,False,CLI3936
15437,2025-03-19,19:30,Pote,Cookies,4,34.2,Sá das Flores,TO,App,False,CLI6601
15438,2025-05-19,17:30,Milkshake,Chocolate,1,13.34,Oliveira,PE,App,False,CLI4741
15439,2025-07-02,15:30,Picolé,Chocolate,3,20.34,Macedo de Nogueira,SP,App,False,CLI6412
15440,2025-04-27,8:45,Milkshake,Chocolate,4,18.85,Viana,RO,Parceiro,True,CLI6180
15441,2025-06-04,17:15,Pote,Açaí,2,22.76,da Conceição,RS,Parceiro,False,CLI1378
15442,2025-08-04,10:45,Sundae,Baunilha,5,36.85,Novais,MS,Loja Física,False,CLI4458
15443,2025-04-21,18:45,Pote,Menta,3,29.37,Guerra do Amparo,CE,Parceiro,False,CLI1026
15444,2025-06-18,21:00,Milkshake,Menta,5,52.8,da Rocha do Amparo,GO,Parceiro,False,CLI7586
15445,2025-03-16,15:15,Picolé,Limão,2,13.3,Fernandes,RO,Parceiro,False,CLI1709
15446,2025-04-15,20:45,Milkshake,Limão,2,16.26,Nogueira da Praia,PI,Loja Física,False,CLI4078
15447,2025-07-07,19:00,Milkshake,Açaí,1,3.86,Macedo do Galho,MS,App,True,CLI9202
15448,2025-05-10,19:30,Pote,Chocolate,3,15.0,da Luz,PE,App,True,CLI5986
15449,2025-07-01,18:15,Picolé,Açaí,5,62.35,das Neves,RR,Loja Física,False,CLI4460
15450,2025-05-20,21:00,Casquinha,Menta,3,27.72,Aragão do Amparo,AM,Parceiro,True,CLI9331
15451,2025-05-15,10:00,Sundae,Menta,3,23.56,Peixoto de Goiás,PA,App,True,CLI2313
15452,2025-07-14,22:45,Sundae,Cookies,2,17.44,Pereira da Serra,RN,App,False,CLI5061
15453,2025-04-07,11:45,Sundae,Morango,2,24.72,Silveira de Minas,CE,Parceiro,False,CLI6904
15454,2025-07-03,15:45,Picolé,Caramelo,3,32.85,Pinto,RO,Loja Física,True,CLI9183
15455,2025-03-31,9:15,Milkshake,Açaí,1,11.94,Guerra,DF,Parceiro,True,CLI2970
15456,2025-05-22,14:30,Milkshake,Baunilha,4,24.28,Campinas,RR,Parceiro,False,CLI8077
15457,2025-08-06,9:45,Picolé,Baunilha,3,41.22,Cirino de Câmara,ES,Parceiro,False,CLI3555
15458,2025-03-22,9:15,Picolé,Limão,3,25.98,da Cunha de Goiás,AC,Parceiro,False,CLI5029
15459,2025-05-21,14:30,Pote,Baunilha,4,41.34,Novais,GO,App,True,CLI4801
15460,2025-07-30,12:15,Milkshake,Morango,-1,-5.99,Pires,MG,Loja Física,False,CLI8682
15461,2025-04-04,21:00,Milkshake,Açaí,3,30.45,Campinas,SP,App,False,CLI6740
15462,2025-07-30,13:30,Milkshake,Caramelo,6,35.04,Campinas,AP,Parceiro,False,CLI1320
15463,2025-08-01,16:30,Milkshake,Chocolate,1,9.78,da Paz,AL,Loja Física,True,CLI9216
15464,2025-04-07,16:15,Picolé,Menta,1,5.11,Campos da Serra,PB,Loja Física,True,CLI3457
15465,2025-04-08,18:15,Pote,Baunilha,5,54.59,da Mota,TO,Parceiro,True,CLI8987
15466,2025-04-12,9:15,Picolé,Limão,5,31.15,Azevedo,TO,App,False,CLI7249
15467,2025-05-01,15:45,Casquinha,Chocolate,1,5.78,Pereira das Flores,TO,App,False,CLI4451
15468,2025-07-27,8:30,Milkshake,Menta,4,16.85,Campinas,AC,Parceiro,True,CLI9695
15469,2025-04-30,14:00,Picolé,Açaí,4,20.6,Gomes,PI,App,True,CLI5906
15470,2025-03-17,19:15,Casquinha,Limão,4,25.3,Cavalcante da Mata,AP,Loja Física,True,CLI9870
15471,2025-04-16,9:30,Milkshake,Baunilha,5,22.95,Campinas,CE,App,True,CLI4144
15472,2025-07-01,17:00,Sundae,Baunilha,5,45.34,Macedo,MT,Loja Física,True,CLI5348
15473,2025-05-22,18:00,Picolé,Limão,3,13.71,Nunes da Serra,RN,App,True,CLI9582
15474,2025-05-23,8:00,Sundae,Limão,4,37.83,Peixoto do Galho,GO,Parceiro,True,CLI6220
15475,2025-02-25,13:45,Milkshake,Chocolate,5,33.08,Porto,MA,App,True,CLI3734
15476,2025-05-13,9:15,Sundae,Caramelo,1,12.61,Araújo,PR,Loja Física,False,CLI3219
15477,2025-06-02,14:15,Sundae,Cookies,5,26.85,Fonseca de Montenegro,SE,App,False,CLI5240
15478,2025-06-28,19:15,Sundae,Baunilha,1,13.13,da Rocha,PB,Loja Física,False,CLI8375
15479,2025-07-21,17:45,Picolé,Açaí,2,26.02,Castro Paulista,DF,App,False,CLI3080
15480,2025-04-21,14:15,Pote,Baunilha,5,26.75,Freitas do Amparo,AM,Parceiro,False,CLI2680
15481,2025-07-28,13:00,Milkshake,Limão,1,6.93,Leão,AP,Parceiro,True,CLI2806
15482,2025-08-04,12:30,Picolé,Limão,1,6.39,Casa Grande,ES,Parceiro,False,CLI6050
15483,2025-03-14,22:45,Picolé,,4,,,PI,Parceiro,False,CLI4537
15484,2025-06-12,21:45,Casquinha,Chocolate,1,14.8,Vargas de Goiás,SE,Loja Física,False,CLI1064
15485,2025-04-11,11:45,Casquinha,Açaí,3,44.22,Marques,RR,Loja Física,False,CLI8765
15486,2025-04-26,12:15,Milkshake,Cookies,2,12.66,Cassiano Verde,AC,Loja Física,False,CLI6700
15487,2025-07-13,18:30,Casquinha,Cookies,5,60.15,Fogaça Paulista,MA,App,True,CLI3918
15488,2025-07-18,14:30,Milkshake,Açaí,2,15.84,Carvalho,TO,Loja Física,False,CLI3496
15489,2025-04-26,11:00,Picolé,Morango,3,23.76,Fonseca,BA,Loja Física,False,CLI7607
15490,2025-04-12,12:30,Picolé,Cookies,5,68.1,Castro de Minas,AL,Parceiro,False,CLI4528
15491,2025-06-12,21:15,Picolé,Morango,5,40.17,Lima do Campo,ES,Loja Física,True,CLI3078
15492,2025-07-05,13:15,Picolé,Chocolate,2,27.1,Albuquerque,PR,App,False,CLI4119
15493,2025-07-07,20:15,Picolé,Caramelo,3,16.71,Mendes,SE,Loja Física,True,CLI2834
15494,2025-02-28,13:00,Casquinha,Chocolate,5,29.45,Cavalcanti da Prata,RR,App,False,CLI3228
15495,2025-06-09,17:15,Milkshake,Cookies,4,27.91,Carvalho Alegre,BA,Parceiro,True,CLI2407
15496,2025-06-17,14:30,Casquinha,Morango,5,20.39,Fernandes de Fonseca,GO,Parceiro,True,CLI6705
15497,2025-07-09,19:00,Casquinha,Açaí,3,37.79,Cardoso,PI,App,True,CLI7945
15498,2025-05-15,20:45,Pote,Chocolate,2,19.86,Teixeira de Minas,PB,Parceiro,False,CLI8787
15499,2025-05-22,21:15,Sundae,Limão,3,14.88,da Luz,BA,Loja Física,True,CLI8564
15500,2025-06-21,22:45,Picolé,Morango,3,34.91,Mendonça,GO,Loja Física,True,CLI9062
15501,2025-04-17,13:45,Casquinha,Cookies,2,18.52,Macedo,RJ,Parceiro,False,CLI8121
15502,2025-05-12,15:15,Milkshake,Chocolate,3,29.34,Campinas,SC,App,False,CLI9064
15503,2025-03-21,17:30,Pote,Baunilha,5,48.47,Rezende,MS,Loja Física,True,CLI8628
15504,2025-08-05,20:15,Milkshake,Caramelo,2,17.66,Ferreira,PR,Parceiro,False,CLI6794
15505,2025-03-30,16:00,Sundae,Baunilha,5,49.86,Cardoso,PE,App,True,CLI5339
15506,2025-04-07,17:30,Casquinha,Açaí,3,16.62,Moreira Alegre,AP,Parceiro,False,CLI3632
15507,2025-06-10,10:45,Milkshake,Baunilha,4,40.75,Teixeira,BA,Parceiro,True,CLI2109
15508,2025-05-31,12:45,Casquinha,Chocolate,2,8.35,Leão,TO,App,True,CLI4018
15509,2025-03-26,15:15,Pote,Menta,2,20.41,Macedo,BA,App,True,CLI9583
15510,2025-06-24,13:45,Picolé,Baunilha,5,32.72,Porto,RN,App,True,CLI4652
15511,2025-04-14,16:15,Picolé,Chocolate,2,18.54,Araújo,AP,Loja Física,True,CLI7659
15512,2025-04-11,14:45,Sundae,Cookies,1,14.12,Almeida,SC,Loja Física,False,CLI1194
15513,2025-03-08,14:30,Casquinha,Morango,2,25.26,da Paz de da Costa,SP,App,False,CLI8282
15514,2025-05-26,17:45,Sundae,Chocolate,3,15.39,Almeida do Norte,CE,App,False,CLI5113
15515,2025-06-30,8:30,Casquinha,Açaí,1,6.77,Duarte,RS,App,False,CLI6165
15516,2025-04-25,20:15,Casquinha,Caramelo,2,11.66,Santos do Campo,DF,Parceiro,False,CLI1390
15517,2025-07-27,9:00,Sundae,Baunilha,3,28.23,Correia,AL,Loja Física,True,CLI1300
15518,2025-03-16,22:45,Milkshake,Baunilha,4,45.91,Campinas,AM,Parceiro,True,CLI7442
15519,2025-08-14,8:15,Pote,Chocolate,3,31.26,da Mata do Oeste,AP,Parceiro,False,CLI8976
15520,2025-08-19,8:30,Sundae,Açaí,3,15.3,Mendonça dos Dourados,AL,App,False,CLI3336
15521,2025-05-01,9:30,Milkshake,Limão,5,18.35,Gomes,DF,Parceiro,True,CLI2387
15522,2025-03-19,13:45,Pote,Limão,3,34.74,da Mota da Mata,PB,Parceiro,True,CLI4603
15523,2025-07-01,22:15,Casquinha,Açaí,1,12.63,Duarte de Teixeira,AC,Loja Física,False,CLI7848
15524,2025-04-22,12:00,Picolé,Cookies,1,11.07,Viana Grande,BA,Parceiro,False,CLI2696
15525,2025-03-16,8:15,Casquinha,Caramelo,-4,-25.47,Almeida de Gomes,CE,Parceiro,True,CLI6026
15526,2025-02-26,8:15,Sundae,Limão,4,54.84,Dias,RR,Parceiro,False,CLI7238
15527,2025-09-10,21:30,Picolé,Limão,5,38.77,Almeida,RR,App,True,CLI6755
15528,2025-07-05,16:15,Casquinha,Caramelo,5,25.4,Caldeira,MT,Parceiro,True,CLI6969
15529,2025-08-19,8:45,Casquinha,Morango,3,39.03,Rocha,SC,Loja Física,False,CLI6337
15530,2025-03-04,13:15,Picolé,Limão,-5,-27.75,Melo,RR,App,False,CLI1367
15531,2025-07-30,17:45,Picolé,Chocolate,2,17.82,da Rosa,PR,Loja Física,False,CLI3664
15532,2025-03-01,17:00,Casquinha,Chocolate,3,29.45,Albuquerque,RN,App,True,CLI7213
15533,2025-07-22,17:30,Pote,Chocolate,4,44.08,Pires,BA,Parceiro,True,CLI7118
15534,2025-06-03,15:30,Pote,Limão,2,24.59,da Cunha,SE,Loja Física,True,CLI1314
15535,2025-03-12,19:00,Sundae,Baunilha,5,32.2,Viana da Mata,RO,Loja Física,True,CLI4098
15536,2025-07-29,19:30,Sundae,Açaí,4,41.15,Moura,RO,App,True,CLI8504
15537,2025-07-16,10:30,Picolé,Baunilha,4,51.2,Cardoso de Camargo,RN,Loja Física,False,CLI8385
15538,2025-04-01,18:45,Pote,Caramelo,-2,-14.66,Azevedo,DF,Loja Física,False,CLI9624
15539,2025-06-20,20:15,Milkshake,Limão,1,10.24,Barros,RR,App,True,CLI3633
15540,2025-07-25,21:15,Pote,Limão,2,21.04,Vargas,AL,App,True,CLI2704
15541,2025-04-15,13:30,Pote,Morango,3,26.28,Freitas Paulista,CE,App,False,CLI6714
15542,2025-08-14,12:15,Milkshake,Menta,3,28.68,Campinas,TO,App,False,CLI9866
15543,2025-05-20,12:45,Picolé,Menta,3,23.67,Peixoto do Galho,PI,Parceiro,True,CLI1598
15544,2025-07-27,22:45,Sundae,Limão,4,18.91,Câmara da Serra,BA,Parceiro,True,CLI3929
15545,2025-09-20,13:45,Picolé,Morango,2,17.1,Castro das Pedras,GO,App,True,CLI8805
15546,2025-04-11,22:00,Milkshake,Menta,3,37.65,Mendonça,PE,Parceiro,False,CLI8017
15547,2025-03-12,22:15,Sundae,Menta,5,19.06,Barros do Sul,RJ,App,True,CLI3326
15548,2025-06-22,8:15,Casquinha,Caramelo,3,25.77,Ferreira de Viana,BA,Parceiro,True,CLI1475
15549,2025-04-13,9:15,Milkshake,Limão,1,6.5,Barros do Campo,RN,Parceiro,True,CLI3962
15550,2025-03-11,20:45,Sundae,Açaí,1,7.62,Teixeira da Prata,PI,App,True,CLI3145
15551,2025-06-02,12:45,Pote,Limão,5,32.15,Cassiano,RN,Loja Física,True,CLI6525
15552,2025-08-03,21:00,Picolé,Cookies,5,73.0,Machado,AM,Parceiro,False,CLI8073
15553,2025-05-24,15:45,Picolé,Chocolate,2,26.24,Viana de Gonçalves,BA,Loja Física,False,CLI4206
15554,2025-04-11,17:00,Casquinha,Cookies,3,30.67,Jesus,PA,Parceiro,True,CLI9735
15555,2025-04-28,18:00,Milkshake,Caramelo,4,23.76,Mendes das Flores,BA,Parceiro,False,CLI4668
15556,2025-07-03,17:45,Casquinha,Limão,5,34.71,Pimenta,ES,Loja Física,True,CLI1671
15557,2025-08-19,14:30,Picolé,Chocolate,5,47.08,Pires de Sales,RO,Parceiro,True,CLI4100
15558,2025-06-15,15:45,Picolé,Cookies,5,50.85,Jesus de Pires,PR,Loja Física,False,CLI6859
15559,2025-03-01,16:00,Casquinha,Açaí,3,37.11,Novaes da Praia,AL,Loja Física,False,CLI8925
15560,2025-06-24,8:45,Milkshake,Morango,4,23.88,Rocha,AC,Loja Física,False,CLI9580
15561,2025-04-12,11:30,Casquinha,Baunilha,1,8.15,Camargo,PB,App,True,CLI1983
15562,2025-05-31,19:15,Casquinha,Cookies,1,12.15,Fernandes,AC,Loja Física,True,CLI1730
15563,2025-05-07,16:45,Picolé,Morango,4,28.88,Marques de Vargas,AL,Parceiro,False,CLI3233
15564,2025-05-01,12:00,Casquinha,Menta,4,29.62,Aparecida,TO,Parceiro,True,CLI5920
15565,2025-07-05,21:45,Milkshake,Caramelo,5,37.38,Fonseca de Moura,RO,App,True,CLI7761
15566,2025-06-12,9:00,Sundae,Açaí,5,24.43,Cavalcante,SE,Parceiro,True,CLI2095
15567,2025-06-20,20:30,Milkshake,Menta,5,53.65,Cavalcanti do Amparo,RO,App,False,CLI7842
15568,2025-09-05,16:30,Milkshake,Baunilha,1,6.94,Andrade de Goiás,RJ,Parceiro,True,CLI3395
15569,2025-03-03,10:45,Picolé,Morango,4,55.36,Vasconcelos de Ferreira,RN,App,True,CLI8289
15570,2025-05-26,21:15,Picolé,Limão,3,34.69,da Mata,SC,App,True,CLI2593
15571,2025-06-16,19:45,Pote,Caramelo,3,22.61,da Cunha da Mata,BA,App,True,CLI5615
15572,2025-06-08,19:45,Milkshake,Menta,2,11.73,Novaes da Serra,AC,Parceiro,True,CLI1124
15573,2025-08-11,14:15,Sundae,Açaí,4,33.02,Rios de Mendes,PR,Loja Física,True,CLI2531
15574,2025-04-15,20:00,Sundae,Menta,5,44.99,Silveira de Cirino,RO,Parceiro,True,CLI2388
15575,2025-07-27,16:30,Pote,Limão,2,8.59,Pereira,DF,Loja Física,True,CLI4123
15576,2025-05-19,11:00,Picolé,Caramelo,3,24.27,da Rosa do Norte,AL,Parceiro,True,CLI8675
15577,2025-08-31,9:45,Picolé,Morango,4,41.7,Siqueira dos Dourados,PA,Loja Física,True,CLI7330
15578,2025-04-28,17:00,Picolé,Limão,4,51.08,Vasconcelos de Novais,CE,Parceiro,False,CLI7193
15579,2025-04-05,11:15,Milkshake,Chocolate,5,64.02,Campinas,BA,App,True,CLI1366
15580,2025-05-12,22:30,Sundae,Açaí,5,22.47,Pinto das Pedras,RR,App,True,CLI1390
15581,2025-08-14,12:45,Casquinha,Cookies,1,10.44,Machado,CE,App,True,CLI4124
15582,2025-06-20,15:00,Sundae,Baunilha,2,25.38,da Paz,AC,App,False,CLI6810
15583,2025-07-21,15:00,Picolé,Morango,5,45.85,Rodrigues,MA,App,False,CLI5725
15584,2025-04-23,17:30,Sundae,Cookies,5,48.09,Aragão,SP,App,True,CLI1062
15585,2025-03-24,11:30,Casquinha,Açaí,2,12.14,Nogueira,CE,Parceiro,False,CLI7784
15586,2025-03-08,14:15,Casquinha,Chocolate,3,28.77,Sales da Praia,PA,Parceiro,False,CLI2538
15587,2025-08-06,22:45,Pote,Caramelo,1,5.98,Nogueira,SC,Loja Física,False,CLI2852
15588,2025-06-29,18:30,Picolé,Limão,-1,-6.72,Moura,RS,App,True,CLI1341
15589,2025-06-14,17:00,Picolé,Chocolate,-2,-24.66,Marques,TO,Parceiro,False,CLI3415
15590,2025-06-20,18:00,Milkshake,Morango,6,43.04,Campinas,MA,Parceiro,True,CLI2311
15591,2025-03-09,19:30,Picolé,Limão,4,28.4,da Cruz do Amparo,RR,App,False,CLI3677
15592,2025-08-20,13:00,Milkshake,Caramelo,4,35.84,Camargo,GO,App,False,CLI6488
15593,2025-06-20,15:30,Milkshake,Chocolate,1,5.61,Vieira das Pedras,RR,App,True,CLI2306
15594,2025-08-11,17:15,Milkshake,Morango,4,48.29,Novaes,RR,Loja Física,True,CLI8177
15595,2025-02-23,22:45,Pote,Limão,3,24.06,Aragão de Souza,AM,Parceiro,True,CLI9279
15596,2025-04-21,13:30,Picolé,Açaí,2,15.56,da Conceição do Amparo,MS,Loja Física,True,CLI1612
15597,2025-08-17,19:00,Casquinha,Cookies,4,41.82,Cirino da Serra,BA,Loja Física,True,CLI9816
15598,2025-02-22,20:00,Sundae,Caramelo,4,29.45,Silva da Praia,RN,Loja Física,True,CLI8623
15599,2025-07-06,17:30,Sundae,Cookies,2,26.1,Azevedo,DF,Loja Física,False,CLI6126
15600,2025-03-09,14:00,Casquinha,Caramelo,5,33.4,Moraes,BA,Loja Física,True,CLI4066
15601,2025-09-08,11:15,Casquinha,Morango,4,23.16,Cavalcanti de Sales,MT,Loja Física,False,CLI9944
15602,2025-05-01,15:45,Milkshake,Menta,4,54.52,Campinas,MT,Parceiro,False,CLI3944
15603,2025-03-11,17:45,Pote,,3,,,DF,Parceiro,False,CLI3434
15604,2025-03-08,9:30,Milkshake,Caramelo,3,17.12,Mendes,PR,Loja Física,True,CLI6801
15605,2025-02-25,18:45,Casquinha,Baunilha,2,23.94,Fonseca,PE,App,False,CLI9477
15606,2025-04-01,11:30,Picolé,Morango,5,57.45,Vargas de Minas,DF,Loja Física,False,CLI6509
15607,2025-07-31,8:45,Sundae,Morango,2,29.0,Guerra de Albuquerque,PR,Loja Física,False,CLI2332
15608,2025-03-22,14:45,Milkshake,Chocolate,5,58.15,Vieira do Galho,PE,Loja Física,False,CLI9985
15609,2025-03-11,16:30,Milkshake,Açaí,4,24.25,da Rocha,MS,Parceiro,True,CLI6066
15610,2025-05-07,11:15,Picolé,Baunilha,5,58.18,Pastor do Galho,PA,App,True,CLI5436
15611,2025-09-18,17:30,Pote,Morango,4,39.78,Moreira do Galho,GO,App,True,CLI5852
15612,2025-07-27,17:00,Picolé,Caramelo,1,4.79,Duarte,SP,App,True,CLI4508
15613,2025-07-17,9:15,Picolé,Limão,2,27.78,Santos,AC,App,False,CLI9521
15614,2025-06-21,18:00,Casquinha,Menta,4,28.4,Dias do Amparo,DF,App,False,CLI5508
15615,2025-04-04,18:15,Pote,Caramelo,5,43.79,Lopes,RJ,Parceiro,True,CLI9935
15616,2025-04-16,13:00,Casquinha,Menta,5,30.65,Lopes de da Rocha,AL,Parceiro,False,CLI4026
15617,2025-04-25,17:00,Milkshake,Cookies,3,39.16,Barbosa,SP,App,True,CLI1387
15618,2025-08-19,17:30,Casquinha,Morango,5,67.24,Montenegro Alegre,SE,App,True,CLI6765
15619,2025-08-04,22:00,Milkshake,Limão,5,40.15,Moreira de Mendonça,GO,App,False,CLI5938
15620,2025-02-22,11:00,Casquinha,Caramelo,5,51.4,Borges,RS,App,False,CLI2827
15621,2025-03-07,15:15,Pote,Chocolate,5,28.88,Cavalcanti do Norte,MG,Loja Física,True,CLI6796
15622,2025-07-08,19:00,Picolé,Menta,1,4.53,Campos,AP,App,True,CLI8889
15623,2025-08-01,20:30,Milkshake,Cookies,6,88.14,Campinas,RR,Loja Física,False,CLI4008
15624,2025-06-17,16:45,Sundae,Baunilha,3,24.55,Pereira,AC,Loja Física,True,CLI3255
15625,2025-07-22,17:30,Casquinha,Chocolate,2,14.82,Vasconcelos de Costela,SC,Parceiro,True,CLI7343
15626,2025-03-13,14:00,Picolé,Caramelo,3,44.4,Câmara de Nunes,AC,App,False,CLI1029
15627,2025-06-22,13:00,Pote,Cookies,2,13.86,Moraes,SC,App,True,CLI7565
15628,2025-08-01,8:00,Sundae,Caramelo,3,29.79,Moura,BA,Loja Física,False,CLI1165
15629,2025-07-02,12:45,Pote,Menta,5,47.0,Guerra,MT,Loja Física,False,CLI4945
15630,2025-04-16,10:45,Pote,Caramelo,5,36.19,Siqueira do Sul,ES,App,True,CLI5432
15631,2025-06-01,21:00,Sundae,Baunilha,2,20.95,Brito,MT,Parceiro,True,CLI6444
15632,2025-08-07,9:00,Sundae,Limão,4,34.08,da Paz,MS,Parceiro,False,CLI2165
15633,2025-07-01,22:15,Picolé,Açaí,4,40.89,Nascimento do Norte,PA,App,True,CLI8919
15634,2025-06-06,9:45,Milkshake,Menta,4,28.88,Gomes Verde,RR,App,False,CLI8839
15635,2025-05-12,10:15,Pote,Limão,2,22.99,Monteiro do Oeste,SE,Loja Física,True,CLI2715
15636,2025-07-17,16:45,Casquinha,Morango,4,38.65,Correia da Prata,BA,Loja Física,True,CLI1429
15637,2025-08-02,19:00,Casquinha,Limão,3,28.99,Alves das Flores,RN,Loja Física,True,CLI5837
15638,2025-03-04,13:15,Milkshake,Limão,5,33.1,Barros,RN,App,False,CLI8855
15639,2025-06-09,21:15,Picolé,Limão,1,9.17,Rocha de Goiás,PR,Parceiro,True,CLI6836
15640,2025-04-02,11:30,Casquinha,Baunilha,5,58.2,Monteiro do Norte,PB,App,False,CLI5640
15641,2025-06-14,21:00,Milkshake,Açaí,5,56.3,da Rocha,ES,Parceiro,False,CLI1379
15642,2025-06-08,8:15,Casquinha,Açaí,1,7.42,Melo,PE,Loja Física,True,CLI3298
15643,2025-04-21,15:30,Milkshake,Cookies,2,14.78,Correia,MS,Parceiro,False,CLI4636
15644,2025-08-19,8:15,Picolé,Baunilha,2,25.24,Porto do Sul,RS,App,False,CLI7265
15645,2025-04-07,9:00,Pote,Morango,4,34.97,Correia do Galho,ES,App,True,CLI8616
15646,2025-07-03,22:30,Picolé,Chocolate,2,17.52,Fonseca,BA,App,True,CLI7155
15647,2025-06-09,14:15,Casquinha,Cookies,5,25.65,Vargas da Mata,PI,Parceiro,True,CLI4403
15648,2025-05-13,18:00,Milkshake,Limão,2,20.13,Fogaça,MA,Loja Física,True,CLI1691
15649,2025-02-24,22:15,Sundae,Menta,1,8.09,Moraes do Campo,ES,App,True,CLI7751
15650,2025-08-12,22:15,Milkshake,Morango,4,32.68,Lima,ES,Parceiro,False,CLI3814
15651,2025-04-04,18:30,Picolé,Açaí,2,14.48,Azevedo,CE,App,False,CLI4448
15652,2025-08-02,20:00,Casquinha,Morango,5,32.85,Novaes,ES,Loja Física,False,CLI8985
15653,2025-03-04,13:30,Milkshake,Açaí,5,44.35,Garcia,AM,Parceiro,True,CLI9250
15654,2025-02-26,20:00,Casquinha,Menta,1,6.21,Sales,RN,Parceiro,True,CLI6716
15655,2025-08-05,14:00,Pote,Açaí,1,7.26,Vasconcelos,RN,Parceiro,False,CLI5818
15656,2025-06-28,8:45,Sundae,Açaí,5,21.61,Rodrigues,AC,Loja Física,True,CLI9588
15657,2025-05-11,8:15,Pote,Limão,5,40.03,Moraes de Goiás,MS,Loja Física,True,CLI4013
15658,2025-06-27,21:00,Sundae,Menta,5,74.8,Abreu,SP,App,False,CLI2953
15659,2025-04-12,10:15,Sundae,Chocolate,4,24.12,Cavalcante Verde,RN,Loja Física,False,CLI5120
15660,2025-03-27,11:00,Sundae,Menta,2,14.4,Barbosa,AM,App,False,CLI4188
15661,2025-05-15,12:45,Milkshake,Limão,-3,-29.48,Campinas,RS,Parceiro,True,CLI2622
15662,2025-06-05,10:30,Picolé,Baunilha,3,15.76,Cirino do Galho,AC,Parceiro,True,CLI8283
15663,2025-02-28,13:00,Sundae,Caramelo,5,48.9,Campos de Minas,RJ,App,True,CLI7003
15664,2025-04-17,17:15,Picolé,Morango,4,50.12,Aparecida,PR,App,False,CLI4512
15665,2025-05-30,18:45,Casquinha,Caramelo,4,36.66,Cunha de Cavalcante,ES,App,True,CLI2068
15666,2025-03-11,14:45,Picolé,Açaí,4,48.16,Rezende,MT,Loja Física,False,CLI1992
15667,2025-05-31,22:00,Picolé,Açaí,-3,-14.19,Ramos de Goiás,PR,Parceiro,True,CLI3987
15668,2025-03-31,20:00,Pote,Caramelo,3,16.18,Moura de da Costa,RR,App,True,CLI5286
15669,2025-05-29,15:15,Picolé,Chocolate,1,11.98,da Rosa,SE,App,False,CLI3462
15670,2025-02-28,15:30,Casquinha,Caramelo,2,29.16,Campos,PA,Parceiro,False,CLI2416
15671,2025-05-15,18:45,Sundae,Menta,4,40.25,Casa Grande,RS,Loja Física,True,CLI3755
15672,2025-07-05,15:30,Milkshake,Menta,5,68.35,Câmara das Flores,AC,Loja Física,False,CLI6445
15673,2025-07-18,15:45,Sundae,Morango,4,39.47,Costela de Vasconcelos,CE,Parceiro,True,CLI4887
15674,2025-05-04,14:15,Picolé,Cookies,3,32.52,Ribeiro de Cassiano,GO,Parceiro,False,CLI7406
15675,2025-03-30,18:15,Sundae,Cookies,1,6.87,Barros de Barbosa,SP,Parceiro,True,CLI5133
15676,2025-08-17,20:15,Milkshake,Menta,5,52.4,Cirino,SE,Parceiro,True,CLI7318
15677,2025-04-22,9:15,Picolé,Cookies,3,20.79,Lopes de Goiás,SP,Parceiro,False,CLI3031
15678,2025-04-08,10:00,Picolé,Morango,5,58.4,Rocha,RJ,App,False,CLI7073
15679,2025-04-01,9:30,Picolé,Chocolate,3,30.78,Souza dos Dourados,PE,App,False,CLI6516
15680,2025-03-02,17:45,Picolé,Morango,3,19.24,Gomes,RO,App,True,CLI3360
15681,2025-04-20,22:00,Casquinha,Baunilha,1,9.99,da Mata de Minas,SC,Loja Física,False,CLI1839
