id_transacao,data_venda,id_produto,id_cliente,id_canal,quantidade_vendida,receita_transacao,valor_transacao,valor_unitario_medio,promocao,status_promocao,hora_venda,hora,faixa_horaria,flag_outlier_valor_total,flag_registro_valido_powerbi
11612,2025-03-12,35,CLI7750,1,3,26.97,26.97,8.99,False,Sem Promocao,15:00,15,Tarde,False,True
11613,2025-05-10,16,CLI3152,1,5,63.55,63.55,12.71,False,Sem Promocao,15:45,15,Tarde,False,True
11615,2025-06-03,13,CLI6623,1,1,12.22,12.22,12.22,False,Sem Promocao,12:15,12,Tarde,False,True
11616,2025-06-11,8,CLI6543,3,4,38.29,38.29,9.57,True,Com Promocao,20:15,20,Noite,False,True
11617,2025-07-17,7,CLI4928,2,2,22.89,22.89,11.44,True,Com Promocao,10:45,10,Manha,False,True
11618,2025-04-10,35,CLI4268,3,2,29.54,29.54,14.77,False,Sem Promocao,22:15,22,Noite,False,True
11620,2025-06-05,31,CLI4574,3,3,22.23,22.23,7.41,False,Sem Promocao,17:00,17,Tarde,False,True
11621,2025-05-21,20,CLI2084,2,3,21.21,21.21,7.07,True,Com Promocao,18:45,18,Noite,False,True
11622,2025-05-13,16,CLI9332,1,2,15.78,15.78,7.89,False,Sem Promocao,08:30,8,Manha,False,True
11623,2025-06-12,12,CLI2606,1,1,9.43,9.43,9.43,True,Com Promocao,09:15,9,Manha,False,True
11624,2025-03-27,3,CLI6178,3,2,28.32,28.32,14.16,False,Sem Promocao,13:45,13,Tarde,False,True
11625,2025-06-19,9,CLI3712,1,1,7.75,7.75,7.75,True,Com Promocao,18:15,18,Noite,False,True
11626,2025-05-25,3,CLI1512,2,4,31.66,31.66,7.92,True,Com Promocao,10:15,10,Manha,False,True
11627,2025-02-27,30,CLI1179,3,2,18.22,18.22,9.11,False,Sem Promocao,14:30,14,Tarde,False,True
11628,2025-05-27,5,CLI6300,2,4,41.59,41.59,10.4,True,Com Promocao,22:00,22,Noite,False,True
11629,2025-07-26,7,CLI4631,2,4,37.96,37.96,9.49,False,Sem Promocao,16:15,16,Tarde,False,True
11630,2025-06-02,15,CLI8458,3,5,32.65,32.65,6.53,False,Sem Promocao,13:00,13,Tarde,False,True
11631,2025-04-14,29,CLI7986,2,1,8.0,8.0,8.0,True,Com Promocao,14:15,14,Tarde,False,True
11632,2025-07-09,23,CLI5520,1,2,16.25,16.25,8.12,True,Com Promocao,20:45,20,Noite,False,True
11633,2025-06-12,9,CLI6966,2,2,14.32,14.32,7.16,False,Sem Promocao,15:45,15,Tarde,False,True
11634,2025-08-19,21,CLI8527,1,4,48.76,48.76,12.19,False,Sem Promocao,12:30,12,Tarde,False,True
11635,2025-07-18,4,CLI9167,3,3,18.39,18.39,6.13,False,Sem Promocao,19:30,19,Noite,False,True
11636,2025-08-18,34,CLI1725,1,2,22.48,22.48,11.24,True,Com Promocao,19:15,19,Noite,False,True
11637,2025-06-29,24,CLI2251,1,5,34.1,34.1,6.82,False,Sem Promocao,15:00,15,Tarde,False,True
11638,2025-07-27,40,CLI2652,3,1,6.26,6.26,6.26,True,Com Promocao,17:15,17,Tarde,False,True
11639,2025-07-15,17,CLI4567,1,3,20.55,20.55,6.85,False,Sem Promocao,13:15,13,Tarde,False,True
11640,2025-05-13,13,CLI6230,1,1,10.7,10.7,10.7,False,Sem Promocao,15:45,15,Tarde,False,True
11641,2025-07-23,32,CLI7426,2,4,39.42,39.42,9.86,True,Com Promocao,13:15,13,Tarde,False,True
11642,2025-04-11,3,CLI7413,2,1,6.9,6.9,6.9,True,Com Promocao,15:30,15,Tarde,False,True
11643,2025-08-04,2,CLI8845,3,4,43.36,43.36,10.84,False,Sem Promocao,18:45,18,Noite,False,True
11644,2025-03-10,34,CLI8271,2,3,34.13,34.13,11.38,True,Com Promocao,12:30,12,Tarde,False,True
11645,2025-05-23,23,CLI3121,1,2,14.96,14.96,7.48,True,Com Promocao,11:15,11,Manha,False,True
11646,2025-06-09,5,CLI2690,3,4,32.0,32.0,8.0,False,Sem Promocao,17:45,17,Tarde,False,True
11647,2025-05-20,19,CLI4384,3,1,12.22,12.22,12.22,False,Sem Promocao,13:00,13,Tarde,False,True
11648,2025-08-06,32,CLI4356,2,1,6.06,6.06,6.06,True,Com Promocao,13:45,13,Tarde,False,True
11649,2025-07-26,24,CLI6047,1,5,51.2,51.2,10.24,False,Sem Promocao,17:30,17,Tarde,False,True
11650,2025-03-29,34,CLI5696,2,2,27.0,27.0,13.5,False,Sem Promocao,11:15,11,Manha,False,True
11651,2025-05-19,16,CLI1394,2,5,33.66,33.66,6.73,True,Com Promocao,08:00,8,Manha,False,True
11652,2025-07-31,40,CLI5071,1,1,8.85,8.85,8.85,True,Com Promocao,22:45,22,Noite,False,True
11653,2025-05-08,33,CLI4877,1,4,51.88,51.88,12.97,False,Sem Promocao,17:30,17,Tarde,False,True
11654,2025-03-08,10,CLI6596,3,3,23.1,23.1,7.7,True,Com Promocao,13:30,13,Tarde,False,True
11655,2025-04-18,31,CLI4926,2,5,33.65,33.65,6.73,False,Sem Promocao,22:15,22,Noite,False,True
11656,2025-03-17,15,CLI6402,1,3,44.91,44.91,14.97,False,Sem Promocao,12:15,12,Tarde,False,True
11658,2025-08-18,5,CLI4792,2,2,9.78,9.78,4.89,True,Com Promocao,13:15,13,Tarde,False,True
11659,2025-06-20,12,CLI7068,1,2,12.04,12.04,6.02,False,Sem Promocao,15:15,15,Tarde,False,True
11660,2025-06-21,22,CLI7580,2,5,53.85,53.85,10.77,True,Com Promocao,10:45,10,Manha,False,True
11661,2025-06-21,5,CLI2984,3,3,20.97,20.97,6.99,False,Sem Promocao,08:00,8,Manha,False,True
11662,2025-08-02,26,CLI2733,3,5,25.65,25.65,5.13,False,Sem Promocao,22:45,22,Noite,False,True
11663,2025-05-13,22,CLI2130,2,5,46.28,46.28,9.26,True,Com Promocao,14:00,14,Tarde,False,True
11664,2025-05-26,19,CLI9381,1,1,14.52,14.52,14.52,False,Sem Promocao,16:30,16,Tarde,False,True
11665,2025-04-27,34,CLI4916,2,1,12.75,12.75,12.75,False,Sem Promocao,11:45,11,Manha,False,True
11666,2025-06-17,16,CLI5492,3,1,5.62,5.62,5.62,False,Sem Promocao,16:15,16,Tarde,False,True
11667,2025-06-19,26,CLI9969,1,5,43.1,43.1,8.62,False,Sem Promocao,09:00,9,Manha,False,True
11668,2025-05-14,12,CLI8735,2,3,35.9,35.9,11.97,True,Com Promocao,08:15,8,Manha,False,True
11669,2025-04-04,16,CLI9960,2,4,29.52,29.52,7.38,False,Sem Promocao,22:30,22,Noite,False,True
11670,2025-03-10,33,CLI5085,3,5,47.19,47.19,9.44,True,Com Promocao,17:00,17,Tarde,False,True
11671,2025-07-29,12,CLI1150,1,3,37.65,37.65,12.55,True,Com Promocao,12:30,12,Tarde,False,True
11672,2025-05-25,24,CLI9029,1,4,21.97,21.97,5.49,True,Com Promocao,11:30,11,Manha,False,True
11673,2025-05-10,32,CLI1138,3,2,8.15,8.15,4.08,True,Com Promocao,16:30,16,Tarde,False,True
11674,2025-04-07,37,CLI4088,2,4,59.08,59.08,14.77,False,Sem Promocao,12:15,12,Tarde,False,True
11675,2025-07-08,37,CLI6132,2,5,34.9,34.9,6.98,False,Sem Promocao,11:45,11,Manha,False,True
11676,2025-03-10,34,CLI2126,1,3,36.21,36.21,12.07,True,Com Promocao,15:45,15,Tarde,False,True
11677,2025-07-21,6,CLI1930,1,4,34.86,34.86,8.72,True,Com Promocao,10:00,10,Manha,False,True
11678,2025-04-14,38,CLI4033,3,2,19.14,19.14,9.57,False,Sem Promocao,19:45,19,Noite,False,True
11679,2025-05-02,22,CLI9775,2,4,46.84,46.84,11.71,False,Sem Promocao,12:45,12,Tarde,False,True
11680,2025-08-11,28,CLI8313,3,4,34.76,34.76,8.69,False,Sem Promocao,08:00,8,Manha,False,True
11681,2025-08-21,13,CLI6488,2,1,8.84,8.84,8.84,False,Sem Promocao,11:00,11,Manha,False,True
11682,2025-08-11,9,CLI7501,3,1,12.85,12.85,12.85,True,Com Promocao,14:45,14,Tarde,False,True
11683,2025-04-11,4,CLI2273,2,4,54.56,54.56,13.64,False,Sem Promocao,19:45,19,Noite,False,True
11684,2025-06-26,32,CLI7485,2,5,27.7,27.7,5.54,False,Sem Promocao,19:15,19,Noite,False,True
11685,2025-03-24,14,CLI1637,1,1,6.91,6.91,6.91,False,Sem Promocao,13:30,13,Tarde,False,True
11686,2025-07-03,8,CLI6460,2,4,19.39,19.39,4.85,True,Com Promocao,13:15,13,Tarde,False,True
11687,2025-08-08,13,CLI2594,1,1,10.37,10.37,10.37,True,Com Promocao,08:15,8,Manha,False,True
11688,2025-05-29,32,CLI6212,2,5,59.6,59.6,11.92,False,Sem Promocao,21:45,21,Noite,False,True
11689,2025-03-22,13,CLI9999,2,1,5.4,5.4,5.4,True,Com Promocao,14:45,14,Tarde,False,True
11690,2025-04-08,3,CLI3939,2,5,38.95,38.95,7.79,False,Sem Promocao,10:45,10,Manha,False,True
11691,2025-04-24,32,CLI2456,3,1,14.31,14.31,14.31,False,Sem Promocao,14:15,14,Tarde,False,True
11692,2025-07-26,28,CLI3949,3,3,24.39,24.39,8.13,False,Sem Promocao,19:15,19,Noite,False,True
11693,2025-06-09,25,CLI8354,2,4,57.8,57.8,14.45,False,Sem Promocao,16:00,16,Tarde,False,True
11694,2025-04-20,11,CLI8033,3,3,32.31,32.31,10.77,True,Com Promocao,13:45,13,Tarde,False,True
11695,2025-03-24,3,CLI9835,2,5,38.38,38.38,7.68,True,Com Promocao,14:30,14,Tarde,False,True
11696,2025-05-18,38,CLI1125,3,4,20.92,20.92,5.23,False,Sem Promocao,17:45,17,Tarde,False,True
11697,2025-06-16,8,CLI9423,1,1,4.36,4.36,4.36,True,Com Promocao,19:15,19,Noite,False,True
11698,2025-05-18,12,CLI6262,3,1,6.25,6.25,6.25,False,Sem Promocao,13:15,13,Tarde,False,True
11699,2025-03-29,37,CLI5698,2,3,28.59,28.59,9.53,False,Sem Promocao,08:00,8,Manha,False,True
11700,2025-05-04,32,CLI3604,2,5,55.12,55.12,11.02,True,Com Promocao,15:45,15,Tarde,False,True
11701,2025-08-15,14,CLI7141,2,2,8.74,8.74,4.37,True,Com Promocao,14:00,14,Tarde,False,True
11702,2025-07-18,9,CLI5941,1,1,13.72,13.72,13.72,True,Com Promocao,18:15,18,Noite,False,True
11703,2025-04-09,33,CLI2941,1,3,13.94,13.94,4.65,True,Com Promocao,19:30,19,Noite,False,True
11704,2025-04-01,31,CLI1847,1,2,14.14,14.14,7.07,True,Com Promocao,17:00,17,Tarde,False,True
11705,2025-02-20,18,CLI2595,2,1,8.19,8.19,8.19,False,Sem Promocao,21:45,21,Noite,False,True
11706,2025-03-19,34,CLI4829,2,3,36.78,36.78,12.26,True,Com Promocao,22:30,22,Noite,False,True
11707,2025-06-28,15,CLI6531,1,5,33.67,33.67,6.73,True,Com Promocao,09:00,9,Manha,False,True
11708,2025-08-08,2,CLI4979,3,5,74.1,74.1,14.82,False,Sem Promocao,14:30,14,Tarde,False,True
11709,2025-07-13,40,CLI4692,3,3,15.26,15.26,5.09,True,Com Promocao,11:45,11,Manha,False,True
11710,2025-03-16,2,CLI5148,1,1,13.39,13.39,13.39,False,Sem Promocao,10:00,10,Manha,False,True
11711,2025-06-10,15,CLI2472,1,4,18.9,18.9,4.72,True,Com Promocao,17:45,17,Tarde,False,True
11712,2025-07-23,18,CLI6327,3,2,10.82,10.82,5.41,False,Sem Promocao,13:45,13,Tarde,False,True
11713,2025-06-08,32,CLI2705,2,3,18.94,18.94,6.31,True,Com Promocao,09:30,9,Manha,False,True
11714,2025-06-22,1,CLI3217,3,5,33.55,33.55,6.71,False,Sem Promocao,10:15,10,Manha,False,True
11715,2025-06-25,8,CLI1168,3,4,52.12,52.12,13.03,False,Sem Promocao,17:15,17,Tarde,False,True
11716,2025-06-23,26,CLI2374,2,4,31.64,31.64,7.91,True,Com Promocao,09:30,9,Manha,False,True
11717,2025-05-18,13,CLI7162,3,4,27.14,27.14,6.78,True,Com Promocao,14:00,14,Tarde,False,True
11718,2025-03-07,11,CLI2391,2,1,8.52,8.52,8.52,False,Sem Promocao,13:15,13,Tarde,False,True
11719,2025-04-15,12,CLI9518,1,5,47.85,47.85,9.57,False,Sem Promocao,21:00,21,Noite,False,True
11720,2025-07-16,19,CLI1067,3,2,28.2,28.2,14.1,False,Sem Promocao,08:45,8,Manha,False,True
11721,2025-07-21,28,CLI9489,2,3,34.44,34.44,11.48,False,Sem Promocao,14:45,14,Tarde,False,True
11723,2025-08-04,24,CLI3422,1,5,54.73,54.73,10.95,True,Com Promocao,18:30,18,Noite,False,True
11724,2025-03-13,2,CLI4225,1,5,50.18,50.18,10.04,True,Com Promocao,20:15,20,Noite,False,True
11725,2025-06-15,2,CLI5952,2,5,55.55,55.55,11.11,False,Sem Promocao,16:00,16,Tarde,False,True
11726,2025-04-07,15,CLI5603,1,2,25.94,25.94,12.97,True,Com Promocao,18:30,18,Noite,False,True
11727,2025-05-10,29,CLI8147,2,5,25.59,25.59,5.12,True,Com Promocao,08:45,8,Manha,False,True
11728,2025-03-21,30,CLI6411,1,4,17.2,17.2,4.3,True,Com Promocao,18:00,18,Noite,False,True
11729,2025-06-23,21,CLI2014,2,2,17.0,17.0,8.5,False,Sem Promocao,14:45,14,Tarde,False,True
11730,2025-08-17,23,CLI5558,1,2,11.32,11.32,5.66,False,Sem Promocao,11:15,11,Manha,False,True
11731,2025-06-25,20,CLI2193,1,1,9.96,9.96,9.96,True,Com Promocao,12:00,12,Tarde,False,True
11732,2025-06-23,23,CLI2773,2,2,16.82,16.82,8.41,False,Sem Promocao,22:15,22,Noite,False,True
11733,2025-06-03,21,CLI3872,1,5,37.1,37.1,7.42,False,Sem Promocao,16:45,16,Tarde,False,True
11734,2025-03-04,22,CLI6637,3,5,48.05,48.05,9.61,True,Com Promocao,14:15,14,Tarde,False,True
11735,2025-04-26,30,CLI7470,2,4,42.04,42.04,10.51,False,Sem Promocao,18:30,18,Noite,False,True
11736,2025-03-17,9,CLI5818,1,1,4.44,4.44,4.44,True,Com Promocao,13:00,13,Tarde,False,True
11737,2025-03-25,39,CLI5138,3,5,53.98,53.98,10.8,True,Com Promocao,18:15,18,Noite,False,True
11738,2025-07-01,11,CLI4631,2,1,5.22,5.22,5.22,False,Sem Promocao,16:45,16,Tarde,False,True
11739,2025-08-31,28,CLI4178,3,4,38.64,38.64,9.66,False,Sem Promocao,08:00,8,Manha,False,True
11740,2025-06-28,8,CLI9374,1,3,33.72,33.72,11.24,False,Sem Promocao,13:45,13,Tarde,False,True
11741,2025-02-27,34,CLI9028,2,5,53.0,53.0,10.6,True,Com Promocao,17:15,17,Tarde,False,True
11742,2025-02-24,25,CLI7358,1,2,25.44,25.44,12.72,False,Sem Promocao,09:15,9,Manha,False,True
11743,2025-02-23,32,CLI4489,3,3,27.93,27.93,9.31,False,Sem Promocao,08:30,8,Manha,False,True
11744,2025-06-24,23,CLI6805,1,1,10.48,10.48,10.48,True,Com Promocao,12:30,12,Tarde,False,True
11745,2025-05-17,24,CLI7663,2,5,38.72,38.72,7.74,True,Com Promocao,10:45,10,Manha,False,True
11746,2025-06-15,12,CLI6453,3,4,55.96,55.96,13.99,False,Sem Promocao,10:30,10,Manha,False,True
11747,2025-04-05,39,CLI8927,2,3,34.49,34.49,11.5,True,Com Promocao,18:00,18,Noite,False,True
11748,2025-02-22,28,CLI2264,1,2,11.38,11.38,5.69,True,Com Promocao,14:00,14,Tarde,False,True
11749,2025-06-22,30,CLI1021,1,2,29.68,29.68,14.84,False,Sem Promocao,12:45,12,Tarde,False,True
11750,2025-08-18,5,CLI4992,1,2,13.34,13.34,6.67,False,Sem Promocao,18:30,18,Noite,False,True
11751,2025-06-02,40,CLI3656,3,2,15.89,15.89,7.94,True,Com Promocao,13:30,13,Tarde,False,True
11752,2025-04-30,40,CLI3236,1,3,17.07,17.07,5.69,True,Com Promocao,15:00,15,Tarde,False,True
11753,2025-08-06,34,CLI9864,2,3,26.58,26.58,8.86,False,Sem Promocao,09:45,9,Manha,False,True
11754,2025-04-17,17,CLI3806,1,3,27.79,27.79,9.26,True,Com Promocao,16:00,16,Tarde,False,True
11755,2025-07-12,8,CLI7107,3,2,7.91,7.91,3.96,True,Com Promocao,15:00,15,Tarde,False,True
11756,2025-04-02,17,CLI6091,2,3,31.49,31.49,10.5,True,Com Promocao,08:30,8,Manha,False,True
11757,2025-06-17,11,CLI1176,3,3,34.12,34.12,11.37,True,Com Promocao,09:45,9,Manha,False,True
11758,2025-05-19,10,CLI4076,3,4,26.04,26.04,6.51,False,Sem Promocao,16:00,16,Tarde,False,True
11759,2025-06-05,33,CLI4975,2,2,24.98,24.98,12.49,False,Sem Promocao,11:30,11,Manha,False,True
11760,2025-04-08,7,CLI4605,3,1,13.33,13.33,13.33,False,Sem Promocao,14:45,14,Tarde,False,True
11761,2025-05-23,11,CLI7914,2,5,28.45,28.45,5.69,False,Sem Promocao,10:30,10,Manha,False,True
11762,2025-06-27,19,CLI5523,2,2,9.94,9.94,4.97,True,Com Promocao,13:15,13,Tarde,False,True
11763,2025-06-16,12,CLI1767,3,1,12.13,12.13,12.13,True,Com Promocao,13:15,13,Tarde,False,True
11764,2025-07-22,8,CLI2561,1,4,36.09,36.09,9.02,True,Com Promocao,16:45,16,Tarde,False,True
11765,2025-05-12,32,CLI8456,2,4,19.74,19.74,4.93,True,Com Promocao,11:45,11,Manha,False,True
11766,2025-06-23,4,CLI2881,1,4,46.24,46.24,11.56,True,Com Promocao,16:15,16,Tarde,False,True
11767,2025-06-23,16,CLI9431,3,5,35.09,35.09,7.02,True,Com Promocao,08:30,8,Manha,False,True
11768,2025-03-05,15,CLI4626,1,5,30.73,30.73,6.15,True,Com Promocao,12:00,12,Tarde,False,True
11769,2025-05-16,30,CLI7882,3,1,6.06,6.06,6.06,True,Com Promocao,13:45,13,Tarde,False,True
11770,2025-03-02,40,CLI1502,1,4,16.2,16.2,4.05,True,Com Promocao,11:00,11,Manha,False,True
11771,2025-05-18,38,CLI8494,1,5,28.94,28.94,5.79,True,Com Promocao,09:30,9,Manha,False,True
11772,2025-07-16,29,CLI2402,1,4,37.24,37.24,9.31,True,Com Promocao,17:00,17,Tarde,False,True
11773,2025-07-23,19,CLI1035,3,1,11.98,11.98,11.98,False,Sem Promocao,17:45,17,Tarde,False,True
11774,2025-06-27,10,CLI6665,1,1,5.79,5.79,5.79,False,Sem Promocao,18:45,18,Noite,False,True
11775,2025-02-24,27,CLI7798,1,4,58.4,58.4,14.6,False,Sem Promocao,19:00,19,Noite,False,True
11776,2025-03-31,38,CLI4749,3,4,31.92,31.92,7.98,False,Sem Promocao,16:30,16,Tarde,False,True
11777,2025-06-29,30,CLI6753,1,3,29.64,29.64,9.88,False,Sem Promocao,17:30,17,Tarde,False,True
11778,2025-03-12,35,CLI4494,3,4,28.66,28.66,7.16,True,Com Promocao,16:15,16,Tarde,False,True
11779,2025-04-05,39,CLI6263,3,5,45.3,45.3,9.06,False,Sem Promocao,12:15,12,Tarde,False,True
11780,2025-03-31,4,CLI9765,2,1,13.39,13.39,13.39,False,Sem Promocao,09:30,9,Manha,False,True
11781,2025-03-03,32,CLI2301,1,4,20.39,20.39,5.1,True,Com Promocao,13:45,13,Tarde,False,True
11782,2025-03-26,27,CLI4302,1,4,22.12,22.12,5.53,False,Sem Promocao,10:00,10,Manha,False,True
11783,2025-04-26,35,CLI8796,1,4,55.4,55.4,13.85,False,Sem Promocao,16:00,16,Tarde,False,True
11784,2025-07-19,19,CLI6968,2,5,70.6,70.6,14.12,False,Sem Promocao,14:30,14,Tarde,False,True
11785,2025-05-31,21,CLI1597,3,4,51.44,51.44,12.86,False,Sem Promocao,14:45,14,Tarde,False,True
11786,2025-05-26,13,CLI3300,1,3,24.94,24.94,8.31,True,Com Promocao,21:30,21,Noite,False,True
11787,2025-03-09,10,CLI2802,3,2,26.2,26.2,13.1,True,Com Promocao,21:15,21,Noite,False,True
11788,2025-03-20,8,CLI7153,1,4,39.36,39.36,9.84,False,Sem Promocao,16:45,16,Tarde,False,True
11789,2025-05-18,30,CLI5473,1,1,7.25,7.25,7.25,False,Sem Promocao,12:45,12,Tarde,False,True
11790,2025-04-03,26,CLI5041,1,2,13.55,13.55,6.78,True,Com Promocao,10:45,10,Manha,False,True
11791,2025-07-22,21,CLI8342,1,1,10.62,10.62,10.62,True,Com Promocao,18:00,18,Noite,False,True
11792,2025-05-20,7,CLI5799,2,5,44.96,44.96,8.99,True,Com Promocao,15:30,15,Tarde,False,True
11793,2025-04-22,40,CLI2412,1,5,59.0,59.0,11.8,False,Sem Promocao,15:15,15,Tarde,False,True
11794,2025-08-11,8,CLI5134,1,1,8.17,8.17,8.17,True,Com Promocao,10:15,10,Manha,False,True
11795,2025-03-11,30,CLI3309,3,2,14.19,14.19,7.1,True,Com Promocao,21:00,21,Noite,False,True
11796,2025-05-08,2,CLI3867,1,4,43.72,43.72,10.93,False,Sem Promocao,11:15,11,Manha,False,True
11797,2025-08-05,23,CLI9390,3,3,19.05,19.05,6.35,False,Sem Promocao,19:15,19,Noite,False,True
11798,2025-07-01,6,CLI4894,3,4,42.29,42.29,10.57,True,Com Promocao,13:15,13,Tarde,False,True
11799,2025-03-05,15,CLI7259,1,2,11.8,11.8,5.9,False,Sem Promocao,09:15,9,Manha,False,True
11800,2025-04-01,26,CLI6862,1,2,18.66,18.66,9.33,False,Sem Promocao,11:45,11,Manha,False,True
11801,2025-05-18,38,CLI3381,3,3,13.74,13.74,4.58,True,Com Promocao,10:15,10,Manha,False,True
11802,2025-06-30,10,CLI3817,1,1,8.87,8.87,8.87,True,Com Promocao,10:15,10,Manha,False,True
11803,2025-04-21,1,CLI6798,2,3,30.83,30.83,10.28,True,Com Promocao,11:30,11,Manha,False,True
11804,2025-06-28,27,CLI4163,3,2,18.22,18.22,9.11,False,Sem Promocao,17:45,17,Tarde,False,True
11805,2025-06-29,23,CLI9103,3,4,35.73,35.73,8.93,True,Com Promocao,10:30,10,Manha,False,True
11806,2025-03-30,22,CLI4117,3,3,32.05,32.05,10.68,True,Com Promocao,22:00,22,Noite,False,True
11807,2025-03-08,14,CLI7619,3,2,27.3,27.3,13.65,False,Sem Promocao,16:15,16,Tarde,False,True
11808,2025-03-11,7,CLI6931,2,3,35.25,35.25,11.75,True,Com Promocao,17:00,17,Tarde,False,True
11809,2025-05-15,27,CLI2014,3,1,6.13,6.13,6.13,True,Com Promocao,18:45,18,Noite,False,True
11810,2025-03-30,38,CLI7397,1,5,41.43,41.43,8.29,True,Com Promocao,11:00,11,Manha,False,True
11811,2025-02-28,15,CLI3199,1,3,23.82,23.82,7.94,True,Com Promocao,09:00,9,Manha,False,True
11812,2025-03-24,15,CLI7008,3,4,19.85,19.85,4.96,True,Com Promocao,09:00,9,Manha,False,True
11813,2025-03-14,34,CLI4405,3,5,59.35,59.35,11.87,False,Sem Promocao,17:00,17,Tarde,False,True
11814,2025-02-26,20,CLI8178,3,5,28.61,28.61,5.72,True,Com Promocao,20:30,20,Noite,False,True
11815,2025-04-23,30,CLI9222,2,1,8.97,8.97,8.97,True,Com Promocao,20:30,20,Noite,False,True
11816,2025-06-13,3,CLI8018,3,4,35.04,35.04,8.76,False,Sem Promocao,10:15,10,Manha,False,True
11817,2025-07-10,24,CLI7357,2,2,20.72,20.72,10.36,True,Com Promocao,19:00,19,Noite,False,True
11818,2025-06-22,26,CLI4582,3,1,6.24,6.24,6.24,True,Com Promocao,12:30,12,Tarde,False,True
11819,2025-04-06,31,CLI8532,3,3,28.53,28.53,9.51,False,Sem Promocao,15:45,15,Tarde,False,True
11820,2025-07-13,32,CLI5053,3,1,9.95,9.95,9.95,False,Sem Promocao,16:00,16,Tarde,False,True
11821,2025-07-20,11,CLI5856,1,1,4.66,4.66,4.66,True,Com Promocao,14:00,14,Tarde,False,True
11822,2025-07-16,28,CLI3564,3,2,15.56,15.56,7.78,False,Sem Promocao,14:45,14,Tarde,False,True
11823,2025-09-08,30,CLI2047,2,2,23.97,23.97,11.98,True,Com Promocao,08:30,8,Manha,False,True
11824,2025-07-13,22,CLI3575,1,5,49.25,49.25,9.85,False,Sem Promocao,20:00,20,Noite,False,True
11825,2025-06-30,36,CLI9014,1,1,11.66,11.66,11.66,False,Sem Promocao,17:30,17,Tarde,False,True
11826,2025-05-12,13,CLI2480,2,2,29.82,29.82,14.91,False,Sem Promocao,08:00,8,Manha,False,True
11827,2025-05-25,29,CLI7119,1,5,42.35,42.35,8.47,True,Com Promocao,19:15,19,Noite,False,True
11828,2025-03-23,6,CLI3550,2,5,50.5,50.5,10.1,True,Com Promocao,17:45,17,Tarde,False,True
11829,2025-07-09,4,CLI7341,1,5,63.35,63.35,12.67,False,Sem Promocao,13:45,13,Tarde,False,True
11831,2025-08-12,27,CLI9839,1,3,27.25,27.25,9.08,True,Com Promocao,14:45,14,Tarde,False,True
11832,2025-03-19,18,CLI9027,3,5,40.67,40.67,8.13,True,Com Promocao,22:15,22,Noite,False,True
11833,2025-03-24,1,CLI1656,2,5,43.18,43.18,8.64,True,Com Promocao,10:15,10,Manha,False,True
11834,2025-07-01,34,CLI6484,3,2,19.9,19.9,9.95,True,Com Promocao,19:30,19,Noite,False,True
11835,2025-08-07,29,CLI9674,1,2,28.56,28.56,14.28,False,Sem Promocao,20:15,20,Noite,False,True
11836,2025-05-07,29,CLI3349,3,2,21.45,21.45,10.72,True,Com Promocao,14:45,14,Tarde,False,True
11837,2025-06-26,3,CLI4601,2,2,18.24,18.24,9.12,False,Sem Promocao,10:15,10,Manha,False,True
11838,2025-07-20,7,CLI6968,1,3,16.42,16.42,5.47,True,Com Promocao,20:15,20,Noite,False,True
11839,2025-05-29,9,CLI7377,1,4,49.08,49.08,12.27,False,Sem Promocao,14:00,14,Tarde,False,True
11840,2025-07-14,38,CLI4326,3,4,38.9,38.9,9.72,True,Com Promocao,17:15,17,Tarde,False,True
11841,2025-08-02,26,CLI4569,3,2,15.22,15.22,7.61,False,Sem Promocao,12:45,12,Tarde,False,True
11842,2025-06-07,9,CLI8344,3,1,8.32,8.32,8.32,True,Com Promocao,17:00,17,Tarde,False,True
11843,2025-06-25,2,CLI5679,2,2,15.27,15.27,7.64,True,Com Promocao,10:00,10,Manha,False,True
11844,2025-07-05,5,CLI2523,1,4,37.3,37.3,9.32,True,Com Promocao,10:45,10,Manha,False,True
11845,2025-04-28,12,CLI4389,2,5,41.47,41.47,8.29,True,Com Promocao,13:30,13,Tarde,False,True
11846,2025-07-31,32,CLI6680,1,1,7.0,7.0,7.0,False,Sem Promocao,14:30,14,Tarde,False,True
11847,2025-03-15,4,CLI4388,1,5,37.0,37.0,7.4,True,Com Promocao,10:15,10,Manha,False,True
11848,2025-04-03,33,CLI1993,3,3,25.36,25.36,8.45,True,Com Promocao,11:00,11,Manha,False,True
11849,2025-05-06,12,CLI4725,3,5,46.7,46.7,9.34,False,Sem Promocao,22:00,22,Noite,False,True
11850,2025-08-13,28,CLI4199,2,1,5.12,5.12,5.12,False,Sem Promocao,19:30,19,Noite,False,True
11852,2025-06-10,7,CLI3351,1,1,9.37,9.37,9.37,False,Sem Promocao,08:00,8,Manha,False,True
11853,2025-04-18,27,CLI1921,1,1,8.12,8.12,8.12,False,Sem Promocao,11:30,11,Manha,False,True
11854,2025-06-09,24,CLI5431,1,4,20.11,20.11,5.03,True,Com Promocao,18:45,18,Noite,False,True
11855,2025-07-02,19,CLI4544,2,4,52.48,52.48,13.12,True,Com Promocao,15:00,15,Tarde,False,True
11856,2025-09-05,20,CLI2446,1,3,44.19,44.19,14.73,False,Sem Promocao,16:30,16,Tarde,False,True
