id_cliente,cliente_recorrente,quantidade_transacoes_cliente,faixa_frequencia_cliente,segmento_valor_cliente,primeira_data_compra,ultima_data_compra,dias_entre_primeira_ultima_compra,receita_total_cliente,volume_total_cliente,ticket_medio_cliente,cidade_principal,estado_principal,canal_preferencial,categoria_preferencial
CLI1521,True,6,4 a 6 compras,Medio valor,2025-03-17,2025-08-21,157,163.1,18,27.18,Abreu,AL,App,Milkshake
CLI1522,True,9,7 a 10 compras,Alto valor,2025-03-13,2025-08-13,153,284.82,31,31.65,Pastor,SP,Loja Física,Milkshake
CLI1523,True,2,2 a 3 compras,Baixo valor,2025-03-09,2025-05-26,78,46.540000000000006,5,23.27,Aparecida,AM,Loja Física,Pote
CLI1524,True,4,4 a 6 compras,Baixo valor,2025-05-09,2025-08-14,97,109.50999999999999,11,27.38,Casa Grande,BA,Parceiro,Casquinha
CLI1525,True,5,4 a 6 compras,Medio valor,2025-04-22,2025-08-16,116,176.85,20,35.37,Campinas,AC,Loja Física,Casquinha
CLI1526,True,5,4 a 6 compras,Medio valor,2025-03-20,2025-08-06,139,144.14,12,28.83,Castro,DF,Loja Física,Casquinha
CLI1527,True,3,2 a 3 compras,Baixo valor,2025-04-17,2025-07-31,105,70.64,7,23.55,Da Paz De Cirino,ES,Parceiro,Picolé
CLI1528,True,8,7 a 10 compras,Alto valor,2025-03-07,2025-07-09,124,262.56,31,32.82,Brito De Viana,AL,Loja Física,Casquinha
CLI1529,True,5,4 a 6 compras,Medio valor,2025-03-04,2025-08-07,156,142.85,13,28.57,Barbosa De Araújo,PB,Loja Física,Sundae
CLI1530,True,4,4 a 6 compras,Baixo valor,2025-02-27,2025-07-01,124,112.14,12,28.04,Da Conceição,AM,App,Casquinha
CLI1531,True,5,4 a 6 compras,Alto valor,2025-03-18,2025-08-03,138,217.95,19,43.59,Campos,PE,App,Casquinha
CLI1532,True,5,4 a 6 compras,Alto valor,2025-04-21,2025-08-09,110,198.84,23,39.77,Albuquerque,AC,Parceiro,Picolé
CLI1533,True,6,4 a 6 compras,Medio valor,2025-03-04,2025-08-03,152,124.35,14,20.72,Barros,MA,Loja Física,Pote
CLI1534,True,9,7 a 10 compras,Medio valor,2025-04-29,2025-08-19,112,171.09,19,19.01,Cavalcante,PA,Loja Física,Picolé
CLI1535,True,4,4 a 6 compras,Medio valor,2025-05-10,2025-09-01,114,145.1,11,36.28,Alves De Pires,GO,Loja Física,Casquinha
CLI1536,True,5,4 a 6 compras,Alto valor,2025-03-15,2025-05-25,71,201.3,18,40.26,Andrade,AM,Parceiro,Sundae
CLI1537,True,5,4 a 6 compras,Medio valor,2025-02-23,2025-06-18,115,140.3,19,28.06,Almeida Do Norte,AL,Loja Física,Pote
CLI1538,True,4,4 a 6 compras,Medio valor,2025-06-03,2025-09-11,100,138.95,12,34.74,Câmara,AP,Loja Física,Pote
CLI1539,True,6,4 a 6 compras,Alto valor,2025-03-07,2025-08-12,158,183.57,17,30.6,Barbosa,ES,App,Milkshake
CLI1540,True,5,4 a 6 compras,Medio valor,2025-03-04,2025-08-10,159,119.39,13,23.88,Campinas,AL,Loja Física,Casquinha
CLI1541,True,2,2 a 3 compras,Baixo valor,2025-04-21,2025-06-24,64,62.31999999999999,8,31.16,Moreira,AC,Parceiro,Sundae
CLI1542,True,5,4 a 6 compras,Medio valor,2025-04-01,2025-08-25,146,142.8,21,28.56,Borges,AC,Loja Física,Casquinha
CLI1543,True,5,4 a 6 compras,Medio valor,2025-02-27,2025-07-17,140,127.35,14,25.47,Brito,ES,Loja Física,Casquinha
CLI1544,True,5,4 a 6 compras,Alto valor,2025-04-07,2025-08-20,135,181.23000000000002,19,36.25,Almeida De Jesus,AL,Parceiro,Casquinha
CLI1545,True,5,4 a 6 compras,Medio valor,2025-04-21,2025-08-04,105,160.4,19,32.08,Da Luz,MG,Parceiro,Sundae
CLI1546,True,4,4 a 6 compras,Baixo valor,2025-02-26,2025-07-12,136,87.68,10,21.92,Cavalcante,AL,Loja Física,Picolé
CLI1547,True,2,2 a 3 compras,Baixo valor,2025-06-29,2025-07-17,18,40.55,7,20.27,Correia,RJ,App,Milkshake
CLI1548,True,6,4 a 6 compras,Alto valor,2025-04-07,2025-07-30,114,207.55,24,34.59,Da Costa De Cassiano,AL,App,Milkshake
CLI1549,True,2,2 a 3 compras,Baixo valor,2025-05-11,2025-08-20,101,58.61,6,29.3,Da Cruz,PI,App,Pote
CLI1550,True,4,4 a 6 compras,Baixo valor,2025-03-09,2025-05-11,63,98.16,11,24.54,Cardoso Verde,AC,Parceiro,Milkshake
CLI1551,True,3,2 a 3 compras,Medio valor,2025-03-23,2025-07-29,128,157.02,14,52.34,Nunes Do Campo,PB,App,Milkshake
CLI1552,True,3,2 a 3 compras,Medio valor,2025-04-30,2025-07-20,81,158.86,14,52.95,Campinas,AL,App,Casquinha
CLI1553,True,4,4 a 6 compras,Baixo valor,2025-03-14,2025-07-22,130,77.61,10,19.4,Albuquerque,AM,Parceiro,Pote
CLI1554,True,6,4 a 6 compras,Alto valor,2025-03-07,2025-08-20,166,199.91,22,33.32,Campinas,AC,Parceiro,Pote
CLI1555,True,4,4 a 6 compras,Medio valor,2025-04-02,2025-08-01,121,151.6,12,37.9,Cunha Do Amparo,AM,Loja Física,Milkshake
CLI1556,True,5,4 a 6 compras,Medio valor,2025-04-17,2025-08-01,106,135.19,15,27.04,Abreu,MS,Loja Física,Casquinha
CLI1557,True,3,2 a 3 compras,Baixo valor,2025-04-19,2025-08-20,123,92.95,8,30.98,Almeida,AL,App,Sundae
CLI1558,True,6,4 a 6 compras,Medio valor,2025-05-12,2025-07-15,64,146.09,16,24.35,Abreu,AC,Loja Física,Casquinha
CLI1559,True,4,4 a 6 compras,Baixo valor,2025-03-17,2025-06-24,99,87.19,10,21.8,Aragão Do Amparo,CE,Parceiro,Milkshake
CLI1560,True,3,2 a 3 compras,Baixo valor,2025-03-02,2025-08-04,155,94.9,9,31.63,Cardoso De Nogueira,BA,Parceiro,Sundae
CLI1561,True,5,4 a 6 compras,Alto valor,2025-03-08,2025-06-14,98,217.45999999999998,21,43.49,Campinas,CE,Loja Física,Milkshake
CLI1563,True,7,7 a 10 compras,Alto valor,2025-02-28,2025-07-18,140,219.25,22,31.32,Caldeira,AL,Parceiro,Picolé
CLI1564,True,5,4 a 6 compras,Alto valor,2025-03-30,2025-08-05,128,182.68,20,36.54,Campinas,BA,App,Milkshake
CLI1565,True,7,7 a 10 compras,Medio valor,2025-02-20,2025-08-19,180,131.58,15,18.8,Albuquerque,PB,Loja Física,Picolé
CLI1566,True,7,7 a 10 compras,Alto valor,2025-03-10,2025-08-16,159,202.47,20,28.92,Brito Das Pedras,AM,App,Pote
CLI1567,True,8,7 a 10 compras,Alto valor,2025-04-05,2025-08-08,125,271.41999999999996,28,33.93,Araújo De Costela,RS,Loja Física,Sundae
CLI1568,True,7,7 a 10 compras,Medio valor,2025-03-05,2025-07-05,122,166.39000000000001,21,23.77,Cardoso De Oliveira,AM,Parceiro,Casquinha
CLI1569,True,6,4 a 6 compras,Medio valor,2025-03-25,2025-07-05,102,152.82,20,25.47,Caldeira,CE,App,Milkshake
CLI1570,True,3,2 a 3 compras,Baixo valor,2025-05-03,2025-07-25,83,78.27,11,26.09,Campinas,AM,App,Milkshake
CLI1571,True,8,7 a 10 compras,Medio valor,2025-02-22,2025-07-26,154,124.55,17,15.57,Abreu,AC,App,Casquinha
CLI1572,True,2,2 a 3 compras,Baixo valor,2025-03-19,2025-04-08,20,60.22,6,30.11,Da Luz,BA,Parceiro,Casquinha
CLI1573,True,5,4 a 6 compras,Medio valor,2025-03-11,2025-06-05,86,158.56,18,31.71,Campinas,SC,Parceiro,Milkshake
CLI1574,True,7,7 a 10 compras,Medio valor,2025-05-10,2025-07-24,75,149.62,18,21.37,Aragão,AC,App,Pote
CLI1575,True,3,2 a 3 compras,Baixo valor,2025-04-25,2025-06-30,66,100.8,10,33.6,Da Costa De Goiás,DF,App,Sundae
CLI1576,True,5,4 a 6 compras,Medio valor,2025-05-26,2025-08-12,78,129.25,16,25.85,Correia,MG,Loja Física,Casquinha
CLI1577,True,4,4 a 6 compras,Medio valor,2025-04-24,2025-08-15,113,175.08,16,43.77,Caldeira,AM,Parceiro,Sundae
CLI1578,False,1,1 compra,Baixo valor,2025-07-30,2025-07-30,0,36.4,5,36.4,Das Neves,SC,Parceiro,Pote
CLI1579,True,4,4 a 6 compras,Baixo valor,2025-03-08,2025-07-30,144,89.05,12,22.26,Cirino,AP,App,Casquinha
CLI1580,True,6,4 a 6 compras,Medio valor,2025-03-07,2025-08-14,160,174.45,19,29.08,Barros Da Serra,BA,Parceiro,Picolé
CLI1581,True,8,7 a 10 compras,Alto valor,2025-02-21,2025-07-04,133,294.6,28,36.83,Caldeira,PR,Loja Física,Picolé
CLI1582,True,5,4 a 6 compras,Medio valor,2025-04-25,2025-08-05,102,142.24,13,28.45,Cardoso,RJ,App,Picolé
CLI1583,True,5,4 a 6 compras,Baixo valor,2025-04-03,2025-08-09,128,95.54,11,19.11,Correia Do Norte,AM,Loja Física,Casquinha
CLI1584,True,3,2 a 3 compras,Baixo valor,2025-06-07,2025-08-16,70,95.01,11,31.67,Barros,CE,App,Picolé
CLI1585,True,3,2 a 3 compras,Baixo valor,2025-03-03,2025-07-14,133,61.41,6,20.47,Casa Grande,MS,Parceiro,Pote
CLI1586,True,6,4 a 6 compras,Medio valor,2025-03-09,2025-06-26,109,152.31,15,25.38,Cirino Da Mata,RJ,Parceiro,Milkshake
CLI1587,True,7,7 a 10 compras,Medio valor,2025-04-01,2025-07-09,99,165.12,22,23.59,Barbosa,SE,Loja Física,Pote
CLI1588,True,4,4 a 6 compras,Medio valor,2025-03-04,2025-04-30,57,128.35,14,32.09,Macedo De Nunes,MA,App,Sundae
CLI1589,True,11,Mais de 10 compras,Alto valor,2025-02-21,2025-08-14,174,274.22,25,24.93,Andrade,AC,Loja Física,Casquinha
CLI1590,True,5,4 a 6 compras,Medio valor,2025-04-17,2025-08-13,118,129.07,15,25.81,Barbosa De Campos,CE,App,Pote
CLI1591,True,6,4 a 6 compras,Alto valor,2025-02-23,2025-06-22,119,204.26,24,34.04,Barbosa,MS,Loja Física,Sundae
CLI1592,True,3,2 a 3 compras,Medio valor,2025-02-22,2025-06-24,122,117.95,12,39.32,Aragão De Almeida,MS,App,Sundae
CLI1593,True,8,7 a 10 compras,Alto valor,2025-03-29,2025-07-09,102,317.88,29,39.74,Aragão Alegre,AC,Loja Física,Sundae
CLI1594,False,1,1 compra,Baixo valor,2025-02-25,2025-02-25,0,6.87,1,6.87,Leão Do Sul,PI,Parceiro,Milkshake
CLI1595,True,6,4 a 6 compras,Medio valor,2025-04-16,2025-08-14,120,131.84,19,21.97,Da Mota Verde,SP,App,Casquinha
CLI1596,True,6,4 a 6 compras,Medio valor,2025-02-22,2025-08-19,178,163.24,17,27.21,Araújo,AP,Loja Física,Picolé
CLI1597,True,6,4 a 6 compras,Medio valor,2025-05-04,2025-07-17,74,143.4,20,23.9,Carvalho Dos Dourados,MG,Parceiro,Picolé
CLI1598,True,7,7 a 10 compras,Alto valor,2025-02-20,2025-08-16,177,232.48000000000002,24,33.21,Monteiro,AL,App,Milkshake
CLI1599,True,6,4 a 6 compras,Alto valor,2025-05-07,2025-08-04,89,210.93,22,35.16,Camargo Do Galho,BA,Parceiro,Milkshake
CLI1600,True,10,7 a 10 compras,Alto valor,2025-04-12,2025-07-30,109,227.69,22,22.77,Barros Verde,RS,App,Pote
CLI1601,True,11,Mais de 10 compras,Alto valor,2025-02-24,2025-08-17,174,412.27,42,37.48,Brito,PI,Loja Física,Sundae
CLI1602,True,3,2 a 3 compras,Baixo valor,2025-03-06,2025-06-03,89,92.83,10,30.94,Monteiro Da Praia,AM,App,Pote
CLI1603,False,1,1 compra,Baixo valor,2025-07-22,2025-07-22,0,41.45,5,41.45,Vargas De Teixeira,TO,App,Milkshake
CLI1604,True,6,4 a 6 compras,Medio valor,2025-02-26,2025-09-08,194,136.28,18,22.71,Campinas,CE,Loja Física,Milkshake
CLI1605,True,6,4 a 6 compras,Alto valor,2025-03-10,2025-08-15,158,218.08,22,36.35,Aparecida Da Mata,PE,Loja Física,Milkshake
CLI1606,True,4,4 a 6 compras,Baixo valor,2025-02-26,2025-08-17,172,107.98,11,27.0,Nogueira,AC,App,Picolé
CLI1607,True,2,2 a 3 compras,Baixo valor,2025-03-03,2025-03-25,22,68.84,8,34.42,Campinas,MG,Loja Física,Milkshake
CLI1608,True,4,4 a 6 compras,Baixo valor,2025-03-18,2025-07-04,108,82.55000000000001,11,20.64,Caldeira Alegre,RO,Loja Física,Casquinha
CLI1609,True,7,7 a 10 compras,Alto valor,2025-03-05,2025-09-06,185,274.52,28,39.22,Alves,AL,Loja Física,Milkshake
CLI1610,True,6,4 a 6 compras,Medio valor,2025-03-09,2025-08-20,164,119.86,15,19.98,Barbosa,AC,Loja Física,Casquinha
CLI1611,True,3,2 a 3 compras,Baixo valor,2025-03-20,2025-08-09,142,41.0,6,13.67,Barros,AP,App,Sundae
CLI1612,True,7,7 a 10 compras,Alto valor,2025-03-28,2025-09-05,161,210.2,21,30.03,Araújo,RR,Loja Física,Casquinha
CLI1613,True,6,4 a 6 compras,Baixo valor,2025-03-26,2025-08-16,143,85.36,14,14.23,Alves Da Mata,AM,Loja Física,Picolé
CLI1614,True,8,7 a 10 compras,Alto valor,2025-03-30,2025-07-13,105,241.74,22,30.22,Azevedo Do Campo,RO,App,Pote
CLI1615,True,5,4 a 6 compras,Baixo valor,2025-03-21,2025-07-29,130,87.82000000000001,10,17.56,Aparecida Da Mata,SC,Parceiro,Picolé
CLI1616,True,8,7 a 10 compras,Medio valor,2025-02-20,2025-08-17,178,153.68,19,19.21,Cavalcante,AL,App,Sundae
CLI1617,True,6,4 a 6 compras,Medio valor,2025-02-23,2025-08-14,172,163.06,17,27.18,Camargo,AP,Loja Física,Casquinha
CLI1618,True,8,7 a 10 compras,Alto valor,2025-03-07,2025-06-16,101,239.69,27,29.96,Campinas,SE,Parceiro,Casquinha
CLI1619,True,6,4 a 6 compras,Medio valor,2025-02-21,2025-08-08,168,133.92,16,22.32,Cavalcante,AM,Parceiro,Sundae
CLI1620,True,2,2 a 3 compras,Baixo valor,2025-02-23,2025-07-28,155,65.45,7,32.72,Melo Do Oeste,RJ,Parceiro,Casquinha
CLI1621,True,2,2 a 3 compras,Medio valor,2025-05-27,2025-08-16,81,115.24000000000001,10,57.62,Fonseca Da Prata,AL,App,Picolé
CLI1622,True,3,2 a 3 compras,Baixo valor,2025-04-07,2025-07-04,88,89.53,11,29.84,Cavalcanti Alegre,MA,App,Sundae
CLI1623,True,10,7 a 10 compras,Alto valor,2025-03-29,2025-07-24,117,315.88,31,31.59,Alves De Pastor,MS,Loja Física,Pote
CLI1624,True,8,7 a 10 compras,Alto valor,2025-04-01,2025-08-21,142,258.90999999999997,26,32.36,Caldeira,AL,App,Casquinha
CLI1625,True,7,7 a 10 compras,Alto valor,2025-04-07,2025-07-13,97,213.42000000000002,26,30.49,Araújo De Souza,MA,App,Milkshake
CLI1626,True,7,7 a 10 compras,Alto valor,2025-03-04,2025-08-11,160,253.5,23,36.21,Barros Verde,CE,Loja Física,Milkshake
CLI1627,True,10,7 a 10 compras,Alto valor,2025-03-22,2025-08-18,149,347.19,30,34.72,Costa,AC,Parceiro,Sundae
CLI1628,True,10,7 a 10 compras,Alto valor,2025-04-09,2025-08-13,126,279.8,34,27.98,Andrade De Macedo,RJ,App,Picolé
CLI1629,True,6,4 a 6 compras,Alto valor,2025-03-04,2025-07-23,141,183.07999999999998,21,30.51,Cardoso Da Serra,AM,Loja Física,Casquinha
CLI1630,True,3,2 a 3 compras,Medio valor,2025-07-07,2025-07-27,20,129.10999999999999,10,43.04,Campinas,CE,Loja Física,Milkshake
CLI1631,True,11,Mais de 10 compras,Alto valor,2025-03-13,2025-08-21,161,311.13,32,28.28,Barros,AL,Loja Física,Milkshake
CLI1632,True,9,7 a 10 compras,Alto valor,2025-03-09,2025-09-16,191,228.95,25,25.44,Campinas,GO,App,Milkshake
CLI1633,True,2,2 a 3 compras,Baixo valor,2025-03-26,2025-09-11,169,56.26,8,28.13,Da Luz De Cavalcante,GO,App,Picolé
CLI1634,True,3,2 a 3 compras,Medio valor,2025-05-01,2025-07-08,68,142.92,15,47.64,Da Costa,RO,Parceiro,Sundae
CLI1635,True,2,2 a 3 compras,Baixo valor,2025-08-03,2025-08-08,5,51.379999999999995,7,25.69,Das Neves,SC,Loja Física,Picolé
CLI1636,True,6,4 a 6 compras,Alto valor,2025-02-24,2025-05-25,90,194.45,22,32.41,Campinas,RR,App,Milkshake
CLI1637,True,7,7 a 10 compras,Baixo valor,2025-03-16,2025-07-27,133,100.19,14,14.31,Araújo,GO,App,Milkshake
CLI1638,True,9,7 a 10 compras,Alto valor,2025-03-10,2025-08-17,160,227.20999999999998,27,25.25,Araújo Do Sul,AM,App,Casquinha
CLI1639,False,1,1 compra,Baixo valor,2025-03-11,2025-03-11,0,17.72,2,17.72,Porto,PR,App,Pote
CLI1640,True,4,4 a 6 compras,Baixo valor,2025-02-25,2025-05-02,66,86.09,10,21.52,Da Rocha Da Serra,CE,App,Pote
CLI1641,True,6,4 a 6 compras,Alto valor,2025-04-28,2025-06-29,62,225.51,21,37.58,Barros,CE,Parceiro,Milkshake
CLI1642,True,3,2 a 3 compras,Baixo valor,2025-03-25,2025-07-04,101,70.91,7,23.64,Borges Paulista,AC,App,Casquinha
CLI1643,True,4,4 a 6 compras,Baixo valor,2025-02-28,2025-08-10,163,82.33,9,20.58,Cirino,GO,Loja Física,Casquinha
CLI1644,True,4,4 a 6 compras,Baixo valor,2025-03-31,2025-08-16,138,90.72,11,22.68,Aparecida Da Serra,AM,Loja Física,Casquinha
CLI1645,True,9,7 a 10 compras,Alto valor,2025-03-14,2025-08-17,156,238.78,27,26.53,Brito,GO,Parceiro,Picolé
CLI1646,False,1,1 compra,Baixo valor,2025-03-08,2025-03-08,0,23.37,4,23.37,Freitas De Minas,RJ,Parceiro,Milkshake
CLI1647,True,7,7 a 10 compras,Medio valor,2025-03-10,2025-08-19,162,171.41,18,24.49,Abreu Da Serra,AM,Loja Física,Sundae
CLI1648,True,6,4 a 6 compras,Medio valor,2025-03-17,2025-07-06,111,122.91,15,20.48,Andrade,AL,Loja Física,Milkshake
CLI1649,True,3,2 a 3 compras,Baixo valor,2025-04-09,2025-07-18,100,88.47,11,29.49,Da Rocha De Minas,MG,App,Casquinha
CLI1650,True,4,4 a 6 compras,Medio valor,2025-04-09,2025-07-01,83,114.63,11,28.66,Albuquerque De Rios,GO,Loja Física,Casquinha
CLI1651,True,3,2 a 3 compras,Medio valor,2025-06-02,2025-08-17,76,147.06,14,49.02,Azevedo Da Serra,DF,App,Pote
CLI1652,True,4,4 a 6 compras,Medio valor,2025-03-23,2025-07-13,112,144.97,15,36.24,Campinas,AP,Loja Física,Sundae
CLI1653,True,5,4 a 6 compras,Medio valor,2025-04-25,2025-07-21,87,151.54,18,30.31,Albuquerque De Moreira,PA,Parceiro,Milkshake
CLI1654,True,10,7 a 10 compras,Alto valor,2025-02-23,2025-07-24,151,283.08,28,28.31,Alves Do Oeste,MT,App,Sundae
CLI1655,True,8,7 a 10 compras,Alto valor,2025-02-23,2025-07-31,158,199.14000000000001,32,24.89,Almeida,PI,Loja Física,Sundae
CLI1656,True,3,2 a 3 compras,Baixo valor,2025-03-24,2025-05-09,46,74.92,11,24.97,Da Costa,MA,Loja Física,Casquinha
CLI1657,True,12,Mais de 10 compras,Alto valor,2025-03-25,2025-08-13,141,283.84,34,23.65,Alves,MS,Parceiro,Picolé
CLI1658,True,2,2 a 3 compras,Baixo valor,2025-06-11,2025-07-23,42,91.88,9,45.94,Carvalho,MS,Loja Física,Milkshake
CLI1659,True,8,7 a 10 compras,Alto valor,2025-02-23,2025-08-12,170,196.39,22,24.55,Duarte,AC,App,Sundae
CLI1660,True,4,4 a 6 compras,Baixo valor,2025-02-23,2025-06-19,116,85.06,10,21.26,Costa De Goiás,ES,App,Sundae
CLI1661,True,7,7 a 10 compras,Alto valor,2025-03-06,2025-08-01,148,207.97,22,29.71,Barros Do Norte,CE,Loja Física,Pote
CLI1662,True,7,7 a 10 compras,Alto valor,2025-04-06,2025-08-09,125,296.12,25,42.3,Campinas,AL,App,Casquinha
CLI1663,True,8,7 a 10 compras,Alto valor,2025-03-13,2025-07-10,119,186.57999999999998,21,23.32,Azevedo,AL,Loja Física,Sundae
CLI1664,True,6,4 a 6 compras,Medio valor,2025-04-10,2025-07-04,85,164.13,17,27.36,Da Rosa,MA,Loja Física,Picolé
CLI1665,True,3,2 a 3 compras,Baixo valor,2025-05-27,2025-07-02,36,93.92,13,31.31,Borges De Câmara,AL,App,Casquinha
CLI1666,True,3,2 a 3 compras,Baixo valor,2025-03-09,2025-04-03,25,85.89,10,28.63,Correia,SE,App,Casquinha
CLI1667,True,3,2 a 3 compras,Baixo valor,2025-03-20,2025-08-01,134,48.57,6,16.19,Caldeira,AC,Loja Física,Picolé
CLI1668,True,4,4 a 6 compras,Medio valor,2025-04-24,2025-08-17,115,166.39999999999998,17,41.6,Da Cruz,ES,Loja Física,Casquinha
CLI1669,True,6,4 a 6 compras,Medio valor,2025-04-18,2025-08-18,122,123.67,16,20.61,Araújo Grande,MA,App,Pote
CLI1670,True,6,4 a 6 compras,Alto valor,2025-03-06,2025-08-04,151,292.61,28,48.77,Campinas,RS,App,Milkshake
CLI1671,True,4,4 a 6 compras,Medio valor,2025-04-02,2025-07-20,109,117.45,16,29.36,Campinas,ES,App,Casquinha
CLI1672,True,3,2 a 3 compras,Medio valor,2025-05-12,2025-07-24,73,139.05,13,46.35,Cardoso,MA,Parceiro,Sundae
CLI1673,True,4,4 a 6 compras,Baixo valor,2025-04-27,2025-07-29,93,106.43,12,26.61,Carvalho Do Galho,ES,App,Casquinha
CLI1674,True,7,7 a 10 compras,Alto valor,2025-04-12,2025-08-19,129,229.57999999999998,26,32.8,Barros Da Praia,GO,Loja Física,Milkshake
CLI1675,True,4,4 a 6 compras,Medio valor,2025-05-19,2025-08-07,80,142.8,19,35.7,Barbosa De Pereira,AC,Parceiro,Milkshake
CLI1676,True,11,Mais de 10 compras,Alto valor,2025-03-06,2025-08-20,167,333.35,37,30.3,Campinas,PB,Loja Física,Casquinha
CLI1677,True,6,4 a 6 compras,Alto valor,2025-02-23,2025-08-18,176,264.09,25,44.01,Borges Do Galho,AL,App,Milkshake
CLI1678,True,2,2 a 3 compras,Baixo valor,2025-04-28,2025-07-05,68,26.33,3,13.16,Pinto Do Oeste,AL,App,Pote
CLI1679,True,3,2 a 3 compras,Baixo valor,2025-03-20,2025-06-03,75,93.63,13,31.21,Alves,CE,Parceiro,Pote
CLI1680,True,2,2 a 3 compras,Baixo valor,2025-05-21,2025-05-23,2,69.41,8,34.7,Andrade,PR,App,Milkshake
CLI1681,True,6,4 a 6 compras,Medio valor,2025-03-13,2025-08-03,143,145.85999999999999,14,24.31,Alves,RJ,Parceiro,Picolé
CLI1682,True,6,4 a 6 compras,Medio valor,2025-03-02,2025-04-25,54,129.67000000000002,14,21.61,Barbosa Dos Dourados,AL,App,Milkshake
CLI1683,True,5,4 a 6 compras,Alto valor,2025-02-21,2025-07-16,145,187.68,16,37.54,Almeida,AL,App,Milkshake
CLI1684,True,7,7 a 10 compras,Alto valor,2025-03-03,2025-08-06,156,217.01999999999998,22,31.0,Fonseca,GO,Parceiro,Picolé
CLI1685,True,6,4 a 6 compras,Medio valor,2025-03-11,2025-07-30,141,134.52,14,22.42,Andrade Da Praia,BA,Loja Física,Milkshake
CLI1686,True,5,4 a 6 compras,Medio valor,2025-02-25,2025-07-19,144,175.38,21,35.08,Campinas,GO,Parceiro,Casquinha
CLI1687,True,4,4 a 6 compras,Baixo valor,2025-02-22,2025-07-05,133,101.94,10,25.48,Aragão De Guerra,CE,App,Sundae
CLI1688,True,11,Mais de 10 compras,Alto valor,2025-03-05,2025-08-05,153,285.99,32,26.0,Da Rocha,ES,Parceiro,Picolé
CLI1689,True,3,2 a 3 compras,Baixo valor,2025-05-20,2025-06-02,13,47.66,6,15.89,Borges,PR,Parceiro,Milkshake
CLI1690,True,9,7 a 10 compras,Alto valor,2025-02-27,2025-08-07,161,263.2,29,29.24,Alves,DF,App,Casquinha
CLI1691,True,7,7 a 10 compras,Medio valor,2025-03-19,2025-09-18,183,112.83,14,16.12,Castro De Santos,MA,App,Casquinha
CLI1692,True,5,4 a 6 compras,Medio valor,2025-02-24,2025-07-25,151,133.63,16,26.73,Cavalcanti,PI,Loja Física,Picolé
CLI1693,False,1,1 compra,Baixo valor,2025-04-26,2025-04-26,0,18.16,2,18.16,Sousa De Melo,MG,Loja Física,Picolé
CLI1694,True,5,4 a 6 compras,Baixo valor,2025-03-04,2025-07-10,128,93.3,14,18.66,Araújo,AL,App,Pote
CLI1695,True,4,4 a 6 compras,Baixo valor,2025-04-27,2025-07-17,81,74.33,9,18.58,Cardoso Do Sul,DF,Loja Física,Milkshake
CLI1696,True,5,4 a 6 compras,Medio valor,2025-03-11,2025-07-05,116,123.91,17,24.78,Da Cruz De Monteiro,PB,Loja Física,Casquinha
CLI1697,True,6,4 a 6 compras,Alto valor,2025-02-21,2025-07-09,138,191.62,17,31.94,Cassiano,MT,Parceiro,Sundae
CLI1698,True,7,7 a 10 compras,Medio valor,2025-04-08,2025-07-26,109,163.38,24,23.34,Campinas,PR,App,Casquinha
CLI1699,True,3,2 a 3 compras,Baixo valor,2025-02-26,2025-08-03,158,86.83,9,28.94,Campinas,BA,Parceiro,Milkshake
CLI1700,True,3,2 a 3 compras,Medio valor,2025-05-21,2025-07-28,68,119.83000000000001,12,39.94,Da Luz Do Oeste,AM,Parceiro,Casquinha
CLI1701,True,4,4 a 6 compras,Baixo valor,2025-03-05,2025-08-10,158,64.39,10,16.1,Da Luz,MT,Parceiro,Casquinha
CLI1702,True,7,7 a 10 compras,Alto valor,2025-03-31,2025-08-25,147,256.08,27,36.58,Campinas,PA,Loja Física,Milkshake
CLI1703,True,9,7 a 10 compras,Alto valor,2025-02-21,2025-07-18,147,272.83,31,30.31,Campinas,MG,Loja Física,Pote
CLI1704,True,6,4 a 6 compras,Medio valor,2025-02-20,2025-07-02,132,136.25,15,22.71,Câmara Da Serra,AM,Parceiro,Pote
CLI1705,True,12,Mais de 10 compras,Alto valor,2025-02-20,2025-07-30,160,407.97,44,34.0,Borges,RR,App,Picolé
CLI1706,True,5,4 a 6 compras,Baixo valor,2025-03-27,2025-08-12,138,96.45,9,19.29,Garcia,AP,Parceiro,Picolé
CLI1707,True,7,7 a 10 compras,Alto valor,2025-04-04,2025-08-06,124,182.1,21,26.01,Campinas,AM,Loja Física,Milkshake
CLI1708,True,2,2 a 3 compras,Baixo valor,2025-04-02,2025-06-05,64,49.59,6,24.8,Cassiano Das Flores,AC,Loja Física,Milkshake
CLI1709,True,6,4 a 6 compras,Baixo valor,2025-03-01,2025-08-16,168,98.35,11,16.39,Fernandes,AL,Parceiro,Picolé
CLI1710,True,5,4 a 6 compras,Medio valor,2025-05-25,2025-08-21,88,139.78,15,27.96,Casa Grande Das Flores,TO,Loja Física,Casquinha
CLI1711,True,5,4 a 6 compras,Medio valor,2025-03-23,2025-08-19,149,165.54,18,33.11,Da Costa,AP,App,Pote
CLI1712,True,8,7 a 10 compras,Alto valor,2025-02-28,2025-08-08,161,211.82999999999998,28,26.48,Campinas,PI,Loja Física,Milkshake
CLI1713,True,7,7 a 10 compras,Medio valor,2025-02-21,2025-07-10,139,176.99,19,25.28,Alves Alegre,PE,Parceiro,Pote
